Name,CATAID,Name,DESIG_ALLSKY,RA,DEC,SEPARATION,W1M,W2M,W3M,W4M,W1COV,W2COV,W3COV,W4COV,mw1,emw1,PHOTFLAG_W1,RADIUS_W1,MAGPRO_W1,MAGPROERR_W1,REDUCED_CHI_W1,FLUX_W1,FLUXERR_W1,MAGSTDAP_W1,MAGSTDAPERR_W1,MAGSTDAPFLAG_W1,RADIUS_ISO_W1,MAGISO_W1,MAGISOERR_W1,mw2,emw2,PHOTFLAG_W2,RADIUS_W2,MAGPRO_W2,MAGPROERR_W2,REDUCED_CHI_W2,FLUX_W2,FLUXERR_W2,MAGSTDAP_W2,MAGSTDAPERR_W2,MAGSTDAPFLAG_W2,RADIUS_ISO_W2,MAGISO_W2,MAGISOERR_W2,MAGDER_W2,MAGDERERR_W2,mw3,emw3,PHOTFLAG_W3,RADIUS_W3,MAGPRO_W3,MAGPROERR_W3,REDUCED_CHI_W3,FLUX_W3,FLUXERR_W3,MAGSTDAP_W3,MAGSTDAPERR_W3,MAGSTDAPFLAG_W3,RADIUS_ISO_W3,MAGISO_W3,MAGISOERR_W3,mw4,emw4,PHOTFLAG_W4,RADIUS_W4,MAGPRO_W4,MAGPROERR_W4,REDUCED_CHI_W4,FLUX_W4,FLUXERR_W4,MAGSTDAP_W4,MAGSTDAPERR_W4,MAGSTDAPFLAG_W4,RADIUS_ISO_W4,MAGISO_W4,MAGISOERR_W4,MAGDER_W4,MAGDERERR_W4,XSCPROX,BA_ISO,PA_ISO,RFUZZY,NA,NB,CC_FLAGS,DeblendedFraction,SApFlag,NnearSAp,GApFlag,NnearGAp,radeg,dedeg,resname
230776,230776,230776,b'J120427.07+015345.6',181.1127927,1.8959851,0.0932505,21,21,10,10,20.997,21.388,10.304,10.429,10.871,0.012,2,173.24,12.755,0.021,70.38,29.12562,0.57575923,12.682,0.007,0,173.24,10.871,0.012,11.681,0.012,2,119.73,13.462,0.02,39.37,15.232623,0.2827598,13.367,0.009,0,119.73,11.681,0.012,11.585,0.024,14.739,0.057,1,-999,14.738999,0.057,1.473,6.8734994,0.36024514,14.361,0.067,0,32.8,13.703,0.031,14.808,0.311,1,-999,14.848,0.311,0.9503,4.236664,1.2125362,14.575,0.36,1,13.6,15.344,0.269,14.427,0.276,0.19,0.63,101.9,27.3,0,1,b'0000',0.8069715,0,0,1,28,181.1127917,1.895972222,rs0673
230777,230777,230777,b'J120428.92+015339.0',181.120519,1.8941858,0.7638001,21,21,10,10,20.812,21.369,10.622,10.124,14.599,0.011,3,8.25,15.012,0.024,33.8,3.6426375,0.0798381,14.599,0.011,1,-999,-999,-999,15.246,0.019,3,8.25,15.782,0.025,7.423,1.7988272,0.042040706,15.245999,0.019,1,-999,-999,-999,-999,-999,17.087,0.45,1,-999,17.087,0.45,0.8319,0.79057586,0.32768568,16.094,0.174,1,-999,-999,-999,15.052,-999,-1,-999,15.092,-999,0.8918,0.8919182,1.2465111,15.036,-999,32,-999,-999,-999,-999,-999,28.71,-999,-999,-999,0,2,b'0000',0.30909282,2,1,2,1,181.1205,1.894166667,rs0675
230786,230786,230786,b'J120413.09+015400.6',181.0546406,1.9001482,0.37266624,22,22,11,11,23.323,23.398,11.878,11.815,15.28,0.015,2,16.79,15.529,0.031,2.206,2.262015,0.064867005,15.313001,0.007,1,16.79,15.28,0.015,16.077,0.028,2,13.31,16.24,0.036,0.9392,1.1800231,0.03902756,16.028,0.015,1,13.31,16.077,0.028,16.045,0.038,16.767,-999,-1,-999,16.767,-999,0.8022,0.4490357,0.3063957,17.050001,0.489,1,6,18.433,0.535,14.297,-999,-1,-999,14.337,-999,0.8876,2.218767,2.2815418,15.091,-999,32,-999,-999,-999,-999,-999,-999,0.912,78.1,14.1,1,2,b'0000',0.7654405,2,1,2,2,181.054625,1.900138889,rs0662
230787,230787,230787,b'J120414.92+015200.1',181.0621508,1.8666922,0.08473816,21,21,11,11,20.62,20.451,10.96,10.831,16.958,0.037,3,8.25,17.125,0.03,1.246,0.52022475,0.014607509,16.958,0.037,1,-999,-999,-999,17.625,0.063,3,8.25,17.763,0.055,1.005,0.29000866,0.014667589,17.625,0.063,1,-999,-999,-999,-999,-999,17.652,-999,-1,-999,17.652,-999,0.9482,-0.012867516,0.23497985,16.926,-999,32,-999,-999,-999,15.349,-999,-1,-999,15.389,-999,1.221,0.5741227,0.9999583,14.879,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.880564,1,1,1,1,181.062125,1.866666667,rs0663
230789,230789,230789,b'J120417.33+015502.9',181.0721801,1.9174758,0.05895949,21,21,11,11,22.29,22.967,10.123,11.27,16.43,0.034,3,8.25,16.52,0.027,1.059,0.9084825,0.0229878,16.43,0.034,1,-999,-999,-999,17.09,0.042,3,8.25,17.198,0.041,0.8486,0.48791888,0.01843862,17.09,0.042,1,-999,-999,-999,-999,-999,16.769,-999,-1,-999,16.769001,-999,0.8879,0.47813877,0.29062426,16.497,-999,32,-999,-999,-999,15.302,0.525,1,-999,15.342,0.525,0.9914,2.6871493,1.300505,14.734,0.415,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8602373,1,1,0,0,181.0721667,1.917472222,rs0666
230796,230796,230796,b'J120436.73+015333.7',181.1530304,1.8927172,0.23560406,21,21,11,11,20.766,20.511,10.242,10.825,16.699,0.022,3,8.25,16.906,0.03,1.388,0.6365183,0.017618949,16.699,0.022,0,-999,-999,-999,17.547,0.081,3,8.25,17.663,0.054,0.8468,0.31794924,0.015953181,17.547,0.081,0,-999,-999,-999,-999,-999,17.52,-999,-1,-999,17.52,-999,0.8228,-0.29776934,0.26531735,17.313,-999,32,-999,-999,-999,15.534,-999,-1,-999,15.574,-999,1.09,-1.4382339,1.085784,14.915999,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9277283,0,0,0,0,181.153,1.892694444,rs0685
230797,230797,230797,b'J120436.76+015508.4',181.1531357,1.9190486,0.24990591,22,22,11,11,21.84,22.424,10.997,10.94,17.55,0.042,3,8.25,17.777,0.037,1.18,0.28537378,0.009715829,17.55,0.042,1,-999,-999,-999,18.312,0.148,3,8.25,18.438,0.087,0.9122,0.15572074,0.012542969,18.312,0.148,1,-999,-999,-999,-999,-999,17.358,0.414,1,-999,17.358,0.414,0.8356,0.6158121,0.23500891,17.072,0.513,1,-999,-999,-999,15.386,-999,-1,-999,15.426,-999,0.882,-1.7140573,1.243584,14.873,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7726685,2,2,2,1,181.153125,1.919027778,rs0686
230813,230813,230813,b'J120441.21+015948.9',181.1717114,1.9970224,0.37144613,23,23,10,10,23.418,23.383,10.954,10.69,17.943,0.057,3,8.25,18.248,0.047,1.056,0.18494537,0.007932533,17.943,0.057,1,-999,-999,-999,19.156,0.323,3,8.25,19.109001,0.156,0.9176,0.083981335,0.012049613,19.156,0.323,1,-999,-999,-999,-999,-999,17.385,-999,-1,-999,17.385,-999,0.8633,0.116554685,0.24214527,16.872,-999,32,-999,-999,-999,15.2,-999,-1,-999,15.24,-999,1.045,0.7066246,1.1235222,14.695,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9737422,0,0,0,0,181.1717083,1.997,rs0690
230829,230829,230829,b'J120445.34+015513.5',181.1889516,1.920292,0.454491,23,23,12,12,23.732,23.749,11.916,11.886,19.415,0.179,3,8.25,19.532999,0.108,0.9081,0.056627773,0.005608597,19.414999,0.179,1,-999,-999,-999,19.093,-999,-1,8.25,19.914001,0.325,0.9534,0.039998583,0.011971986,19.093,-999,32,-999,-999,-999,-999,-999,17.536,-999,-1,-999,17.536001,-999,1.038,0.07420417,0.22434938,17.625,-999,32,-999,-999,-999,15.306,-999,-1,-999,15.346,-999,0.9674,0.20028435,1.238932,14.979,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8013637,2,1,0,0,181.1889167,1.920277778,rs1495
230837,230837,230837,b'J120455.91+015403.3',181.2329625,1.9009092,0.24508975,21,22,11,11,21.588,22.282,10.968,10.779,17.311,0.031,3,8.25,17.673,0.036,1.647,0.31403112,0.010522143,17.311,0.031,1,-999,-999,-999,17.962,0.085,3,8.25,18.238,0.077,0.9195,0.18731281,0.013290846,17.962,0.085,1,-999,-999,-999,-999,-999,17.728,-999,-1,-999,17.728,-999,1.021,-0.25079778,0.21908353,17.344,-999,32,-999,-999,-999,15.57,-999,-1,-999,15.61,-999,0.8834,-0.59408945,1.0497706,14.846,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8882466,0,0,2,1,181.2329583,1.900888889,rs0697
230880,230880,230880,b'J120527.55+015655.0',181.3648227,1.9485964,1.768147,23,23,12,12,23.281,23.349,11.94,11.789,16.047,0.012,3,8.25,16.649,0.045,2.173,0.8069531,0.03345228,16.046999,0.012,1,-999,-999,-999,16.753,0.027,3,8.25,17.292,0.057,0.926,0.4476985,0.023443585,16.753,0.027,1,-999,-999,-999,-999,-999,17.445,-999,-1,-999,17.445,-999,1.047,0.03488595,0.2668335,16.813,-999,32,-999,-999,-999,14.897,-999,-1,-999,14.937,-999,0.8158,-3.222018,1.9515153,15.111,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,b'0000',0.8020432,2,1,1,2,181.3647917,1.948583333,rs0711
230884,230884,230884,b'J120548.08+015817.7',181.4503242,1.9717605,0.34362906,20,20,10,10,19.67,20.324,10.576,10.229,18.28,0.062,3,8.25,18.782,0.064,1.164,0.11314139,0.006640339,18.28,0.062,17,-999,-999,-999,19.51,0.345,3,8.25,19.987001,0.391,0.8472,0.037391156,0.013471257,19.51,0.345,1,-999,-999,-999,-999,-999,17.334,-999,-1,-999,17.334,-999,0.8575,0.14610216,0.24168925,16.932001,-999,32,-999,-999,-999,15.237,-999,-1,-999,15.276999,-999,0.6506,-0.4943602,1.4272051,14.8,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.85312814,2,1,2,1,181.4502917,1.97175,rs0718
230901,230901,230901,b'J120559.69+015307.7',181.4986975,1.885503,1.478447,24,24,12,12,24.528,24.339,11.874,11.922,16.737,0.026,3,8.25,17.362999,0.039,1.313,0.4180761,0.015062427,16.737,0.026,1,-999,-999,-999,17.328,0.043,3,8.25,17.89,0.067,0.8701,0.25812718,0.01586933,17.328001,0.043,1,-999,-999,-999,-999,-999,16.494,0.204,1,-999,16.494,0.204,0.9642,1.3648536,0.25650802,15.921,0.141,1,-999,-999,-999,15.154,-999,-1,-999,15.194,-999,0.9101,-0.8678745,1.5398971,15.104,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,2,b'0000',0.6570866,2,1,2,1,181.4986667,1.8855,rs0720
231024,231024,231024,b'J120831.23+015433.5',182.13012,1.9093132,0.50654554,23,23,11,11,23.224,24.168,12.328,12.135,14.775,0.014,2,34.48,15.457001,0.024,27.55,2.419137,0.0529416,15.207001,0.008,0,34.48,14.775,0.014,15.311,0.022,2,30.56,16.04,0.027,6.534,1.4183431,0.03536526,15.696,0.013,0,30.56,15.311,0.022,15.29,0.033,14.243,0.022,2,26.83,14.591,0.044,2.719,7.873519,0.32036635,14.234,0.036,0,26.83,14.243,0.022,13.977,0.154,1,-999,14.017,0.154,0.8838,9.108396,1.2910966,13.673,0.145,1,21.08,14.459,0.142,14.296,0.169,0.6,0.373,128,30.8,0,1,b'0000',0.8456467,0,0,2,10,182.1300833,1.909305556,rs0733
262386,262386,262386,b'J143642.24+022309.5',219.175996,2.3859233,2.5488298,47,45,22,23,48.044,45.747,23.831,23.409,15.955,0.018,2,19.49,16.92,0.036,2.585,0.6287202,0.02078577,16.236,0.014,1,19.49,15.955,0.018,16.55,0.034,2,17.1,17.453001,0.048,1.013,0.3859479,0.01702293,16.774,0.035,1,17.1,16.55,0.034,16.528,0.046,15.732,0.094,1,-999,15.731999,0.094,0.981,2.7529724,0.23716114,15.21,0.049,1,15.71,15.432,0.058,15.124,0.415,1,-999,15.164,0.415,0.9926,3.1667173,1.2098705,14.312,0.177,17,13.69,15.05,0.166,14.959,0.208,2.26,0.674,78,20,1,2,b'0000',0.79384977,2,2,2,2,219.1759583,2.385916667,rs1276
266179,266179,266179,b'J142726.01+025643.9',216.8583523,2.9454935,0.21191241,41,39,28,28,41.262,39.014,27.909,27.667,18.18,0.054,3,8.25,18.551,0.044,1.136,0.13997597,0.00570883,18.18,0.054,1,-999,-999,-999,18.711,0.23,3,8.25,19.079,0.117,0.9595,0.086318284,0.009285579,18.711,0.23,1,-999,-999,-999,-999,-999,17.934,-999,-1,-999,17.934,-999,0.9193,0.075685464,0.1433487,17.41,-999,32,-999,-999,-999,15.922,-999,-1,-999,15.962,-999,1.046,-0.57323414,0.7595731,15.594,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7968823,2,1,2,1,216.8583333,2.945472222,rs1271
266208,266208,266208,b'J142735.65+025716.3',216.8985278,2.954494,0.08157081,39,37,25,26,40.137,38.547,26.406,26.794,14.029,0.012,2,27.89,14.568001,0.023,20.22,5.4812746,0.11723585,14.449,0.006,0,27.89,14.029,0.012,14.698,0.015,2,23.85,15.256,0.023,4.579,2.9192908,0.06158018,15.0859995,0.01,0,23.85,14.698,0.015,14.681,0.025,15.083,0.044,1,-999,15.083,0.044,1.531,5.0064864,0.20287351,14.564,0.027,0,21.58,14.188,0.031,14.462,0.153,1,-999,14.502,0.153,1.011,5.8290386,0.82224363,14.055,0.149,1,17.93,14.334,0.126,14.201,0.152,0.23,0.972,81.1,21.2,0,1,b'0000',0.9651453,0,0,0,0,216.8985,2.954472222,rs1404
272729,272729,272729,b'-999               ',180.609299,1.35241,1.113421,22,22,11,11,21.27,21.564,10.932,10.886,19.29,0.201,3,8.25,20.032999,0.168,0.8982,0.035737514,0.005522683,19.289999,0.201,1,-999,-999,-999,19.806,-999,-1,8.25,20.526001,-999,0.9087,-0.009846283,0.011385044,19.806,-999,32,-999,-999,-999,-999,-999,17.688,-999,-1,-999,17.688,-999,1.088,-0.028363314,0.22728002,16.473,-999,32,-999,-999,-999,15.202,-999,-1,-999,15.242,-999,0.956,0.6654889,1.1406142,14.607,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.81056476,2,1,2,1,180.6092917,1.352388889,rs0613
272748,272748,272748,b'J120256.92+012337.6',180.7370912,1.3937832,0.27211487,23,22,10,10,24.084,24.226,10.917,10.616,18.051,0.05,3,8.25,18.311,0.049,0.9014,0.1744867,0.007916472,18.051,0.05,1,-999,-999,-999,18.635,0.214,3,8.25,18.828001,0.124,0.923,0.10876813,0.012448031,18.635,0.214,1,-999,-999,-999,-999,-999,17.144,-999,-1,-999,17.144001,-999,1.048,0.2545591,0.24787875,16.739,-999,32,-999,-999,-999,15.036,-999,-1,-999,15.076,-999,0.9669,1.2018733,1.1167794,14.65,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8284182,2,1,2,1,180.7370833,1.393777778,rs0623
272822,272822,272822,b'J120359.47+012439.2',180.9977662,1.4108628,1.6610302,23,23,12,12,23.71,23.541,12.962,12.816,14.19,0.013,2,35.66,14.564,0.023,11.26,5.506236,0.11661471,14.518001,0.006,1,35.66,14.19,0.013,14.805,0.018,2,29.94,15.167,0.022,3.18,3.1700256,0.06400098,15.066999,0.011,1,29.94,14.805,0.018,14.765,0.029,13.941,0.028,1,-999,13.941,0.028,1.253,14.336903,0.3687553,13.856,0.021,0,19.67,14.068,0.026,13.347,0.084,1,-999,13.387,0.084,0.7952,16.272907,1.2557105,13.4140005,0.109,1,17.66,13.888,0.089,13.824,0.105,0.7,0.641,6,16.6,0,1,b'0000',0.90783566,0,0,1,6,180.99775,1.410861111,rs0656
272995,272995,272995,b'J120639.38+011703.3',181.664097,1.2842366,0.040725596,24,24,11,11,24.378,24.4,11.458,11.469,14.957,0.015,2,27,15.455,0.023,13.37,2.4235876,0.052287567,15.258,0.008,1,27,14.957,0.015,15.658,0.025,2,22.56,16.142,0.026,2.632,1.2908118,0.030918568,15.896,0.016,1,22.56,15.658,0.025,15.622,0.036,17,0.311,1,-999,17,0.311,0.9363,0.8561014,0.24527921,16.816,0.478,1,6,18.443,0.072,14.839,-999,-1,-999,14.879,-999,1.015,1.9255377,1.095715,15.023,0.512,1,12,16.267,0.503,-999,-999,0.29,0.511,137.9,26,0,1,b'0000',0.78612715,1,2,1,7,181.6640833,1.284222222,rs0725
272996,272996,272996,b'J120640.20+012003.2',181.6674356,1.3341849,0.9039136,24,24,12,12,24.265,24.256,11.906,11.814,18.094,0.09,3,8.25,18.313,0.047,1.075,0.17424287,0.007606485,18.094,0.09,0,-999,-999,-999,18.88,0.213,3,8.25,18.987,0.135,0.8648,0.0939918,0.011651468,18.880001,0.213,16,-999,-999,-999,-999,-999,17.379,-999,-1,-999,17.379,-999,0.8757,0.15047924,0.2268066,16.905,-999,32,-999,-999,-999,14.959,-999,-1,-999,14.999,-999,0.7559,1.3895191,1.1482455,15.449,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8942383,0,0,0,0,181.6674167,1.334166667,rs0726
273070,273070,273070,b'J120727.89+011750.7',181.8660039,1.2974772,1.1292874,23,23,12,12,22.944,23.811,13.093,12.859,19.377,0.207,3,8.25,19.467999,0.104,0.9472,0.06011271,0.005776556,19.376999,0.207,0,-999,-999,-999,20.067,0.52,3,8.25,19.710001,-999,0.9385,0.023293197,0.012494824,20.067001,0.52,0,-999,-999,-999,-999,-999,17.485,-999,-1,-999,17.485,-999,1.018,0.112613276,0.21761094,17.446001,-999,32,-999,-999,-999,15.637,-999,-1,-999,15.677,-999,1.024,-0.2919903,0.98689103,14.732,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.85550123,0,0,0,0,181.866,1.297472222,rs1503
273242,273242,273242,b'J121110.88+012630.4',182.7952571,1.4417163,0.13014682,24,24,12,12,26.343,25.375,13.991,13.725,18.113,0.058,3,8.25,18.678,0.06,1.344,0.1244476,0.006830937,18.112999,0.058,1,-999,-999,-999,18.805,0.18,3,8.25,18.984001,0.132,0.9208,0.09421089,0.011474573,18.805,0.18,1,-999,-999,-999,-999,-999,16.963,-999,-1,-999,16.963,-999,0.9039,0.3826969,0.25188985,17.152,-999,32,-999,-999,-999,14.912,-999,-1,-999,14.952,-999,0.9455,1.1524792,1.3487493,14.901,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.8753047,2,1,2,1,182.79525,1.441694444,rs0760
273254,273254,273254,b'J121142.89+012106.3',182.9286488,1.351737,0.21763434,27,23,15,14,27.005,22.579,14.97,13.649,16.485,0.016,3,8.25,16.769,0.028,1.968,0.7224129,0.01848757,16.485,0.016,1,-999,-999,-999,17.028,0.04,3,8.25,17.237,0.04,1.019,0.47112206,0.017267443,17.028,0.04,1,-999,-999,-999,-999,-999,17.677,-999,-1,-999,17.677,-999,0.9051,0.08755325,0.18580958,17.103,-999,32,-999,-999,-999,15.301,-999,-1,-999,15.341,-999,0.8931,0.5713002,1.0590744,14.811,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.77386975,2,1,2,1,182.928625,1.351722222,rs1510
273309,273309,273309,b'J121209.23+011841.9',183.0383964,1.311582,0.34389475,26,21,12,12,26.498,21.131,13.932,13.544,16.683,0.039,2,19.12,17.697,0.037,2.629,0.3071232,0.010389209,17.146,0.034,0,19.12,16.683,0.039,17.708,0.09,2,12,18.191,0.078,1.075,0.19565712,0.014092549,17.745,0.085,0,12,17.708,0.09,17.385,0.11,17.253,0.357,1,-999,17.253,0.357,1.045,0.6782298,0.2231324,16.713,0.323,0,8.78,17.13,0.207,15.044,-999,-1,-999,15.084,-999,0.8075,1.1118661,1.1483499,15.006,-999,32,-999,18.467,-999,-999,-999,-999,0.782,36.1,23.8,0,1,b'0000',0.93030864,0,0,2,1,183.038375,1.311555556,rs0769
273514,273514,273514,b'J121534.72+011711.2',183.8946589,1.2864362,0.103640735,25,15,9,11,25.355,15.239,9.96,15.414,17.485,0.039,3,8.25,17.569,0.036,0.9375,0.34580386,0.011612322,17.485,0.039,0,-999,-999,-999,18.061,0.132,3,8.25,18.072,0.083,0.8985,0.21815835,0.01677652,18.061,0.132,0,-999,-999,-999,-999,-999,16.589,0.231,1,-999,16.589,0.231,0.7421,1.2502711,0.26555264,16.281,-999,32,-999,-999,-999,14.943,-999,-1,-999,14.983,-999,1.077,1.5229095,1.1088868,14.632,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.94188607,0,0,0,0,183.894625,1.286416667,rs0782
273577,273577,273577,b'J121642.52+012417.2',184.1771986,1.4047691,1.2966808,25,14,8,11,25.955,14.536,8.157,13.731,18.675,0.096,3,8.25,19.271,0.091,0.9639,0.072072946,0.006043005,18.675,0.096,1,-999,-999,-999,19.044,-999,-1,8.25,19.424,-999,0.8186,0.030393839,0.016219873,19.044,-999,32,-999,-999,-999,-999,-999,17.241,-999,-1,-999,17.241001,-999,0.7946,0.17392726,0.25586033,16.584,-999,32,-999,-999,-999,15.154,-999,-1,-999,15.194,-999,1.038,0.9661925,1.0575587,14.578,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.76875013,1,1,1,2,184.1771667,1.40475,rs0787
278513,278513,278513,b'J084801.05+004858.8',132.0043788,0.8163107,2.7300029,23,22,10,10,23.103,23.412,10.707,10.724,17.765,0.04,3,8.25,18.212,0.043,1.481,0.19119348,0.007598745,17.765,0.04,1,-999,-999,-999,18.154,0.112,3,8.25,18.546,0.094,0.9075,0.14105803,0.012152666,18.154,0.112,1,-999,-999,-999,-999,-999,17.638,-999,-1,-999,17.638,-999,0.9715,-0.14021182,0.2378582,16.95,-999,32,-999,-999,-999,15.509,-999,-1,-999,15.549,-999,1.015,-1.0167366,1.1103504,16.667,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.80747473,1,2,0,0,132.004375,0.816305556,rs1465
279886,279886,279886,b'J091910.38+010319.5',139.7932788,1.0554711,0.15944283,26,26,14,14,27.382,26.766,14.964,14.837,17.934,0.041,3,8.25,18.248,0.046,0.9394,0.1849086,0.007760705,17.934,0.041,0,-999,-999,-999,18.769,0.213,3,8.25,18.983,0.132,0.9173,0.09428121,0.011476195,18.769001,0.213,0,-999,-999,-999,-999,-999,17.511,-999,-1,-999,17.511,-999,1.008,0.10288901,0.21597572,16.675001,-999,32,-999,-999,-999,15.262,-999,-1,-999,15.302,-999,0.9236,0.37022653,1.2095046,15.293,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.9081292,0,0,0,0,139.79325,1.055444444,rs0026
279891,279891,279891,b'J091849.98+010122.8',139.7082327,1.0229681,0.3054617,27,27,15,15,27.458,27.516,15.899,15.861,19.259,0.199,3,8.25,19.564999,0.106,0.9239,0.054979157,0.005350662,19.258999,0.199,1,-999,-999,-999,19.196,-999,-1,8.25,20.394001,0.41,0.9172,0.025715614,0.009717805,19.196001,-999,32,-999,-999,-999,-999,-999,17.324,-999,-1,-999,17.324,-999,0.8745,0.22821237,0.20361125,17.292,-999,32,-999,-999,-999,15.535,-999,-1,-999,15.575,-999,1.022,0.07289435,1.0483593,14.849999,-999,32,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7884791,0,0,0,0,139.7082083,1.022944444,rs1473
279905,279905,279905,b'J091955.19+005642.6',139.9799476,0.9451421,0.020668332,27,27,15,16,28.197,28.374,17.946,17.824,13.74,0.012,2,34.94,14.148001,0.023,18.69,8.076496,0.1700923,14.1,0.006,1,34.94,13.74,0.012,14.412,0.015,2,28.66,14.865,0.021,5.666,4.1843257,0.081757985,14.752,0.008,1,28.66,14.412,0.015,14.389,0.025,15.904,0.094,1,-999,15.903999,0.094,1.059,2.3492177,0.20342247,15.669,0.094,1,14.65,15.792,0.076,14.8550005,-999,-1,-999,14.8949995,-999,1.016,1.9824063,1.0375397,14.479,-999,32,12,15.954,0.347,15.776,0.383,0.08,0.779,180,20.2,0,1,b'0000',0.8693834,2,2,2,5,139.9799167,0.945138889,rs0029
279917,279917,279917,b'J091958.88+005739.0',139.9952925,0.9608448,0.15067185,25,25,13,13,25.074,25.57,13.676,14.432,15.709,0.024,2,29.72,17.013,0.028,5.91,0.57711375,0.015123766,16.453,0.018,0,29.72,15.709,0.024,16.405,0.047,2,22.32,17.525,0.045,1.332,0.36128014,0.015137955,17.051,0.036,0,22.32,16.405,0.047,16.23,0.061,15.578,0.082,1,-999,15.578,0.082,1.075,3.1731663,0.24005112,15.242,0.091,0,16.02,15.447,0.069,15.025,0.309,1,-999,15.065,0.309,0.9918,3.4696162,0.9886159,14.778,0.427,1,12,16.025,0.398,15.592,0.41,-999,0.67,143.8,29.1,0,1,b'0000',0.8478729,0,0,1,3,139.9952917,0.960833333,rs0030
279932,279932,279932,b'J092002.18+010218.0',140.0090381,1.0383452,0.18387838,24,24,12,12,23.629,23.527,11.937,11.827,12.156,0.012,2,99.69,13.502001,0.022,46.63,14.642532,0.29584214,13.410001,0.006,1,99.69,12.156,0.012,12.86,0.013,2,79.3,14.217999,0.021,17.52,7.5948076,0.1466272,14.099,0.006,1,79.3,12.86,0.013,12.805,0.025,15.267,0.059,1,-999,15.267,0.059,1.062,4.226338,0.22947584,14.953,0.065,0,20.88,14.87,0.048,15.254,0.485,1,-999,15.294,0.485,1.073,2.810086,1.2549264,14.687,0.384,1,12,15.967,0.373,15.096,0.379,0.55,0.599,14.9,24.8,0,1,b'0000',0.7986332,0,0,1,56,140.009,1.038333333,rs0032
279943,279943,279943,b'J092031.48+005613.3',140.1312014,0.9370001,0.38795602,24,24,12,12,23.491,23.507,11.897,11.957,18.063,0.044,3,8.25,18.421,0.051,1.052,0.15778378,0.007370222,18.063,0.044,1,-999,-999,-999,18.586,0.168,3,8.25,18.800001,0.113,0.8515,0.111651435,0.011633074,18.586,0.168,1,-999,-999,-999,-999,-999,17.101,-999,-1,-999,17.101,-999,0.861,0.2698019,0.25536072,17.122,-999,32,-999,-999,-999,14.897,-999,-1,-999,14.937,-999,0.9655,1.7900566,1.0574019,14.94,0.512,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,0,1,b'0000',0.7829598,0,0,0,0,140.1311667,0.937,rs0037
287827,287827,287827,b'J114049.74+014531.8',175.2072565,1.7588463,0.05459527,25,25,13,13,24.623,24.584,12.922,12.818,15.297,0.016,2,19.65,15.603001,0.025,8.045,2.1139874,0.04832082,15.436001,0.008,0,19.65,15.297,0.016,15.958,0.029,2,16.15,16.272,0.027,1.724,1.145564,0.028541049,16.079,0.016,0,16.15,15.958,0.029,15.929,0.039,15.868,0.113,1,-999,15.868,0.113,0.8871,2.4286265,0.25202638,15.618,0.127,0,11.02,16.035,0.1,15.064,0.38,1,-999,15.104,0.38,0.8262,3.3461044,1.1697279,14.317,-999,32,12,15.632,0.37,15.717,0.402,0.44,0.832,152.1,15.3,0,1,b'0000',0.9686975,0,0,0,0,175.20725,1.758833333,rs0537
