name,mass,nuv,fuv,inextfuv
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"",0.00000,0.00000,0.00000,0.00000
"rf0001",8.49000,-16.7023,-16.5829,-1.07863
"rf0514",10.3300,-15.9421,-14.0419,-0.478205
"rf0515",9.73000,-19.6794,-19.7061,-2.06138
"rf0516",8.29000,-15.6927,-15.5929,-1.23322
"rf0002",9.57000,-15.2007,-14.6687,-1.49257
"rf0517",8.35000,-15.6734,-15.5510,-1.30622
"rf0518",8.33000,-15.8621,-15.6796,-1.21525
"rf0003",8.99000,-16.6717,-16.6517,-2.44631
"rf0005",10.5900,-16.7532,-14.9856,-1.01144
"rf0519",7.99000,-14.9446,-14.7508,-0.985361
"rf0006",9.07000,-15.9897,-15.6728,-1.76001
"rf0007",9.77000,-18.4316,-18.3130,-1.94495
"rf0008",10.2300,-19.2336,-19.1158,-2.05051
"rf0009",8.73000,-16.3577,-16.2560,-0.794230
"rf0010",8.49000,-16.7785,-16.6172,-0.620132
"rf0011",9.43000,-18.7453,-18.5686,-0.873131
"rf0520",8.49000,-15.1298,-15.0396,-1.00077
"rf0012",8.17000,-16.4726,-16.5546,-1.40750
"rf0521",8.27000,-13.2994,-12.0767,-1.52647
"rf0522",8.11000,-12.4691,-10.9671,-1.02585
"rf0013",9.89000,-17.0978,-16.6932,-1.53054
"rf0523",8.55000,-13.0683,-11.4970,-0.936081
"rf0014",8.47000,-15.8017,-15.5877,-0.946953
"rf0524",8.11000,-15.6107,-15.4256,-0.467432
"rf0015",10.4500,-17.7194,-17.2173,-1.98248
"rf0016",10.8300,-16.6897,-15.6835,-0.797520
"rf0017",8.81000,-16.1718,-16.0371,-1.24944
"rf0018",9.01000,-13.2759,-11.5706,-0.845169
"rf0019",8.65000,-15.9845,-15.7814,-1.38651
"rf0020",8.69000,-13.4716,-12.2129,-1.21872
"rf0525",8.27000,-11.8196,-9.61580,-0.807486
"rf0021",10.0700,-15.0235,-13.6325,-0.926458
"rf0022",9.19000,-13.5199,-12.1071,-1.00037
"rf0526",7.79000,-15.6379,-15.6478,-2.34463
"rf0023",8.45000,-16.3994,-16.3616,-1.22717
"rf0527",8.21000,-15.2050,-15.1241,-1.12904
"rf0528",8.01000,-15.4561,-15.4088,-1.17609
"rf0529",8.13000,-15.6857,-15.7237,-1.80190
"rf0530",8.55000,-16.7182,-16.5428,-0.817249
"rf0024",9.27000,-17.8300,-17.7455,-1.06763
"rf0025",9.49000,-17.8140,-17.6490,-0.921371
"rf0531",7.81000,-15.8932,-15.8794,-1.57883
"rf0026",8.39000,-15.9725,-15.7544,-0.997337
"rf0027",7.97000,-15.3266,-15.1875,-0.631042
"rf0532",8.07000,-16.6069,-16.6556,-1.56350
"rf0533",9.15000,-18.1323,-18.0218,-0.871609
"rf0028",8.81000,-16.3649,-16.1677,-1.44823
"rf0029",9.01000,-17.9133,-17.7595,-0.902092
"rf0534",7.81000,-14.6391,-14.4160,-0.753590
"rf0030",9.27000,-18.3839,-18.3447,-1.82677
"rf0031",10.3700,-17.7540,-17.5174,-1.60268
"rf0032",8.97000,-18.2282,-18.2831,-1.88356
"rf0535",8.47000,-16.4376,-16.2163,-0.318699
"rf0033",8.69000,-17.1262,-17.0384,-1.10569
"rf0536",8.85000,-17.7400,-17.6958,-0.818249
"rf0537",7.99000,-14.8156,-14.6918,-0.722652
"rf0034",8.47000,-16.2881,-16.2275,-1.09353
"rf0035",8.01000,-14.6543,-14.3877,-0.964220
"rf0538",7.57000,-14.1075,-13.8870,-0.163889
"rf0539",8.35000,-14.3309,-14.1153,-0.944181
"rf0036",8.27000,-14.6441,-14.3411,-1.60024
"rf0540",10.9100,-18.9701,-18.5342,-1.99485
"rf0541",8.69000,-12.5412,-10.8306,-0.975636
"rf0542",10.5300,-17.8484,-15.0235,-1.40252
"rf0037",10.4900,-19.8839,-19.7658,-1.73087
"rf0038",8.71000,-13.2781,-12.1458,-1.26450
"rf0543",8.03000,-15.2984,-15.1468,-1.12714
"rf0039",7.75000,-14.3197,-14.0239,-0.285322
"rf0040",9.49000,-17.8176,-17.6940,-1.82935
"rf0041",8.21000,-14.5899,-14.3639,-1.34125
"rf0042",8.81000,-17.2437,-17.1035,-0.917324
"rf0544",8.13000,-15.6176,-15.5387,-1.80076
"rf0043",10.1900,-19.7701,-19.6208,-1.47353
"rf0545",8.49000,-15.6302,-15.4345,-1.41622
"rf0044",9.23000,-16.5312,-16.1438,-0.550201
"rf0045",8.53000,-16.1168,-15.9213,-1.16153
"rf0046",8.37000,-14.9108,-14.6210,-1.32975
"rf0047",9.23000,-14.1362,-13.0849,-1.26264
"rf0048",8.99000,-17.5465,-17.4142,-0.972836
"rf0049",8.67000,-17.0376,-16.9433,-0.889549
"rf0050",9.91000,-18.6381,-18.4587,-1.54383
"rf0546",7.89000,-16.1890,-16.2972,-0.128723
"rf0051",8.41000,-15.4968,-15.1655,-0.933760
"rf0052",9.15000,-13.6258,-11.8564,-0.811270
"rf0053",8.73000,-16.1452,-15.7942,-1.16463
"rf0054",10.4500,-15.7389,-14.4753,-0.688890
"rf0055",10.6900,-18.5937,-18.2479,-1.32038
"rf0056",9.85000,-14.7923,-12.5361,-0.760866
"rf0547",7.69000,-14.7194,-14.5807,-0.583988
"rf0548",10.3300,-20.2075,-20.1580,-2.11075
"rf0549",8.09000,-15.2937,-15.1348,-1.49923
"rf0057",9.81000,-19.2243,-19.0766,-1.57572
"rf0058",8.93000,-17.9213,-17.9143,-2.30901
"rf0059",8.63000,-16.7683,-16.6211,-1.02925
"rf0550",9.15000,-19.1890,-19.1568,-2.15222
"rf0551",7.95000,-15.0196,-14.7911,-0.515282
"rf0060",8.87000,-17.6372,-17.6386,-1.95893
"rf0061",8.97000,-16.3090,-16.0744,-1.12910
"rf0552",7.61000,-13.9433,-13.6421,-0.287374
"rf0062",10.4700,-18.3709,-18.1123,-1.67610
"rf0063",9.85000,-18.8065,-18.6446,-2.77208
"rf0553",7.91000,-15.3583,-15.2383,-0.949329
"rf0064",8.35000,-16.3857,-16.2888,-0.823599
"rf0065",8.87000,-16.9282,-16.6371,-1.58768
"rf0066",8.71000,-16.4505,-16.2451,-0.862345
"rf0554",7.55000,-14.5966,-14.5387,-0.758049
"rf0067",8.29000,-16.7246,-16.7399,-2.22145
"rf0555",7.97000,-15.1037,-14.9112,-0.959776
"rf0068",8.29000,-15.7804,-15.5840,-0.925571
"rf0070",8.31000,-15.2888,-15.1431,-0.855120
"rf0556",7.81000,-14.3642,-14.0702,-0.687899
"rf0071",10.0900,-20.6218,-20.6620,-2.23597
"rf0072",8.61000,-16.9990,-16.8091,-0.278915
"rf0073",8.87000,-17.1273,-16.9150,-0.710506
"rf0557",7.79000,-15.0199,-14.9026,-1.21158
"rf0074",9.57000,-19.1107,-19.0067,-1.09741
"rf0558",8.19000,-14.5853,-14.2856,-0.867649
"rf0075",9.13000,-18.1737,-18.0293,-1.91560
"rf0559",8.21000,-15.5100,-15.3472,-0.864191
"rf0076",8.39000,-15.9136,-15.7437,-1.53814
"rf0077",8.83000,-17.4448,-17.3761,-1.18038
"rf0078",9.37000,-13.8367,-12.2436,-0.871128
"rf0079",8.61000,-16.0360,-15.8318,-1.42217
"rf0080",10.3300,-15.8465,-14.7417,-1.03502
"rf0081",9.61000,-14.1861,-13.0377,-0.819962
"rf0560",8.67000,-12.5884,-10.9377,-0.975737
"rf0082",9.69000,-14.5708,-12.9164,-0.800577
"rf0083",8.35000,-16.7100,-16.7385,-1.37728
"rf0084",9.31000,-18.1622,-17.9845,-1.32839
"rf0085",9.23000,-17.3134,-17.0511,-2.21163
"rf0086",9.23000,-13.7008,-12.3711,-0.992760
"rf0561",8.09000,-14.8912,-14.6678,-1.22721
"rf0562",8.41000,-12.3674,-10.6350,-0.938284
"rf0087",10.0100,-15.4906,-14.3915,-1.19233
"rf0088",9.09000,-15.6494,-15.2386,-1.77123
"rf0089",8.49000,-16.4630,-16.3648,-1.77010
"rf0090",8.89000,-12.7085,-11.2449,-0.844849
"rf0091",8.03000,-15.5613,-15.4353,-0.368793
"rf0092",9.95000,-17.5897,-17.3245,-1.69305
"rf0093",10.7100,-16.6945,-15.7127,-1.07658
"rf0094",10.7500,-17.2735,-14.9472,-0.760036
"rf0563",8.77000,-13.4055,-12.1146,-1.32923
"rf0095",8.91000,-13.4209,-11.3555,-0.825502
"rf0564",8.71000,-14.7237,-14.3055,-1.66337
"rf0096",9.51000,-14.0281,-12.8773,-1.10820
"rf0097",10.8900,-16.8511,-15.4469,-0.909153
"rf0098",10.1500,-16.7614,-16.4468,-1.63969
"rf0565",8.37000,-15.9717,-15.7733,-1.16875
"rf0099",8.85000,-17.4460,-17.3216,-0.830547
"rf0100",9.09000,-14.0741,-12.8484,-1.28578
"rf0101",8.83000,-13.3916,-12.3896,-1.30579
"rf0102",8.43000,-17.3113,-17.3644,-1.36300
"rf0103",8.99000,-16.6385,-16.3949,-1.91047
"rf0104",8.61000,-16.3584,-16.1447,-0.946760
"rf0105",8.15000,-16.6607,-16.7495,-1.43892
"rf0106",9.07000,-17.5766,-17.4683,-1.12086
"rf0107",8.51000,-16.6898,-16.5518,-0.455624
"rf0108",8.71000,-15.1344,-14.6952,-1.14750
"rf0109",9.29000,-17.6927,-17.5595,-1.34846
"rf0566",8.07000,-14.2330,-13.6666,-1.20030
"rf0567",8.15000,-14.3860,-13.9089,-1.17579
"rf0110",8.15000,-15.7135,-15.5754,-0.558329
"rf0111",8.87000,-17.4033,-17.2431,-1.16580
"rf0112",8.39000,-15.7220,-15.4507,-0.822165
"rf0568",8.85000,-12.8516,-10.4203,-0.525242
"rf0569",8.09000,-15.3399,-15.1319,-0.770279
"rf0113",10.5700,-17.4207,-13.9189,-1.14857
"rf0570",8.73000,-12.5584,-10.5379,-0.859188
"rf0571",9.01000,-12.6605,-10.5977,-0.496170
"rf0114",10.6700,-16.7189,-14.7585,-0.796270
"rf0115",9.65000,-15.1333,-14.6593,-1.40683
"rf0572",8.71000,-15.3110,-14.3545,-0.222067
"rf0573",8.25000,-14.0301,-13.5167,-1.55101
"rf0116",9.61000,-13.7987,-12.0460,-0.451532
"rf0574",7.77000,-15.0133,-14.8893,-0.818502
"rf0117",8.77000,-16.8330,-16.7066,-1.25298
"rf0118",8.29000,-16.7710,-16.8139,-1.45897
"rf0119",8.47000,-16.1743,-15.9164,-1.40525
"rf0120",8.03000,-15.4397,-15.3220,-0.602871
"rf0121",8.09000,-15.4169,-15.1761,-0.780401
"rf0122",8.27000,-16.1440,-16.0566,-0.804810
"rf0123",8.37000,-15.7351,-15.5819,-1.59290
"rf0124",10.4100,-18.1063,-17.6197,-2.22223
"rf0125",10.2100,-17.9424,-17.5488,-2.24252
"rf0575",7.53000,-14.4939,-14.4625,-0.620378
"rf0126",9.75000,-18.7138,-18.6360,-1.57315
"rf0127",9.63000,-17.9648,-17.8936,-1.81007
"rf0128",9.03000,-18.1512,-18.0965,-1.08827
"rf0129",9.31000,-17.9291,-17.7916,-2.02016
"rf0576",8.01000,-15.4733,-15.3334,-0.471548
"rf0130",10.4500,-17.0536,-15.3827,-1.19271
"rf0131",8.99000,-14.1383,-12.9090,-1.41590
"rf0132",10.1900,-18.0270,-17.7498,-1.93137
"rf0133",10.4300,-18.2637,-17.9766,-1.58230
"rf0134",9.49000,-18.6547,-18.5008,-1.44367
"rf0135",9.13000,-13.1477,-11.6219,-0.814436
"rf0577",8.03000,-14.0807,-13.5203,-1.29658
"rf0136",8.59000,-12.9276,-11.3229,-1.07692
"rf0137",8.65000,-14.1874,-13.6347,-1.47312
"rf0138",10.9100,-18.3196,-17.4906,-1.67393
"rf0139",10.7700,-16.5099,-15.1864,-0.852341
"rf0140",10.9700,-17.8419,-15.7787,-1.11860
"rf0141",8.05000,-15.9287,-15.8938,-0.890486
"rf0142",8.87000,-13.5880,-11.8253,-1.01180
"rf0578",8.55000,-12.5656,-10.7430,-0.897457
"rf0143",8.57000,-16.7296,-16.6193,-1.47239
"rf0144",10.5100,-18.1289,-17.7334,-1.89293
"rf0579",8.89000,-17.1582,-16.9693,-1.05801
"rf0145",9.65000,-17.0107,-16.7024,-1.59339
"rf0146",8.69000,-16.2357,-16.0181,-1.44753
"rf0147",9.93000,-18.8696,-18.7253,-1.68563
"rf0148",11.0500,-17.3415,-15.7967,-0.507475
"rf0149",9.87000,-15.6309,-12.6546,-0.813147
"rf0150",10.0700,-18.6803,-18.5590,-2.45222
"rf0151",8.81000,-15.9474,-15.6042,-1.57610
"rf0152",8.93000,-16.3818,-16.0956,-1.54363
"rf0153",9.35000,-13.6055,-12.1376,-0.789999
"rf0154",8.91000,-15.8323,-15.4716,-1.30076
"rf0155",8.85000,-17.1711,-16.9888,-1.33281
"rf0156",9.19000,-17.9840,-17.8090,-1.29153
"rf0580",8.07000,-15.8512,-15.8177,-1.53074
"rf0581",7.97000,-15.1189,-14.9675,-1.08280
"rf0157",8.35000,-16.1081,-15.9703,-0.937571
"rf0158",10.1300,-17.0574,-16.7089,-0.751457
"rf0160",9.45000,-18.2813,-18.0555,-2.77885
"rf0161",10.0700,-14.7016,-13.4503,-0.803280
"rf0582",8.11000,-15.3119,-15.0715,-1.25327
"rf0162",8.19000,-15.3649,-15.1880,-1.22931
"rf0163",8.53000,-16.7437,-16.6555,-1.58090
"rf0164",9.97000,-18.6242,-18.4487,-2.29953
"rf0165",9.03000,-15.4817,-15.0161,-1.23279
"rf0166",10.8900,-19.2005,-18.9346,-1.42812
"rf0583",8.01000,-15.5029,-15.3903,-0.496944
"rf0167",9.55000,-15.3420,-13.9794,-1.52799
"rf0585",7.97000,-14.6595,-14.4283,-1.34140
"rf0168",9.09000,-13.9649,-12.2782,-1.20710
"rf0586",8.39000,-13.2062,-12.2131,-1.56793
"rf0169",8.69000,-17.3562,-17.4199,-1.90687
"rf0170",9.85000,-15.4554,-14.3181,-1.40150
"rf0171",9.71000,-17.0187,-16.2269,-2.17549
"rf0172",8.95000,-14.3689,-13.9574,-1.16423
"rf0173",9.71000,-16.5094,-16.1081,-1.85402
"rf0174",9.31000,-13.9601,-13.0006,-1.15710
"rf0175",9.01000,-15.7585,-15.4673,-1.43488
"rf0587",8.19000,-16.1393,-16.1450,-2.36510
"rf0588",7.95000,-15.2718,-15.1541,-0.783676
"rf0176",9.57000,-17.6273,-17.2951,-1.26702
"rf0177",8.71000,-16.5504,-16.3564,-1.38901
"rf0589",8.67000,-12.7217,-11.0147,-0.967068
"rf0178",10.4900,-16.9344,-16.5522,-1.48184
"rf0590",7.89000,-14.2061,-13.9529,-1.19552
"rf0179",8.51000,-15.8388,-15.7050,-1.84520
"rf0591",8.51000,-15.5577,-15.3019,-1.47661
"rf0180",9.07000,-18.5393,-18.5342,-1.47762
"rf0181",9.05000,-16.3885,-15.9219,-1.14432
"rf0182",9.53000,-16.0498,-15.5400,-1.90490
"rf0592",8.43000,-12.4911,-11.0582,-1.19736
"rf0183",8.11000,-15.8461,-15.7224,-0.245548
"rf0593",8.17000,-12.0565,-10.2641,-0.947939
"rf0184",9.49000,-13.5790,-12.2228,-0.988148
"rf0185",8.61000,-12.8743,-10.9421,-0.910109
"rf0186",8.71000,-12.8820,-11.3272,-0.997210
"rf0594",8.61000,-12.5523,-11.0760,-1.02293
"rf0187",9.03000,-13.5889,-12.3190,-1.04762
"rf0595",8.37000,-12.2790,-11.0084,-1.11145
"rf0596",8.29000,-15.0449,-14.7678,-1.31649
"rf0597",9.07000,-14.3255,-13.8020,-1.30731
"rf0188",9.89000,-14.5396,-13.0440,-0.489540
"rf0189",9.03000,-13.5393,-12.0702,-1.09706
"rf0190",9.73000,-15.9343,-15.2630,-1.69546
"rf0191",9.57000,-17.1093,-16.8040,-2.00557
"rf0598",8.39000,-12.4881,-10.9612,-1.04204
"rf0192",8.91000,-17.4511,-17.2851,-1.09006
"rf0193",9.71000,-19.1934,-19.0649,-1.70751
"rf0194",9.23000,-13.6597,-11.9288,-0.806904
"rf0195",9.21000,-15.3749,-14.8726,-0.894156
"rf0599",7.85000,-14.8817,-14.6987,-0.657446
"rf0196",10.3500,-16.4590,-13.4094,-0.710382
"rf0600",8.69000,-12.7214,-10.5519,-0.723051
"rf0197",8.71000,-15.0594,-14.7136,-1.41434
"rf0198",9.53000,-14.3182,-12.6230,-0.822660
"rf0199",8.93000,-16.9467,-16.7175,-0.928013
"rf0200",10.1100,-15.7078,-13.0565,-0.506344
"rf0201",9.09000,-18.5525,-18.5517,-2.28714
"rf0601",8.11000,-14.4121,-14.1677,-1.59208
"rf0202",9.11000,-13.7403,-12.7179,-1.28703
"rf0203",8.83000,-12.9745,-11.4937,-0.980433
"rf0204",8.77000,-17.5177,-17.4545,-1.10878
"rf0205",9.77000,-19.6827,-19.5837,-2.86678
"rf0602",7.99000,-12.5158,-11.0714,-1.01205
"rf0603",8.95000,-12.8028,-11.6706,-1.04823
"rf0206",10.0100,-18.3075,-18.2053,-0.792122
"rf0605",8.39000,-12.4824,-10.9315,-1.11010
"rf0207",8.47000,-17.2290,-17.2560,-1.99399
"rf0606",8.63000,-12.4691,-10.7218,-1.02835
"rf0208",9.17000,-13.6914,-12.0166,-0.840614
"rf0209",9.51000,-15.8496,-15.0436,-1.79296
"rf0607",8.57000,-16.8660,-16.8130,-1.54814
"rf0210",8.57000,-14.3943,-13.7619,-1.01703
"rf0608",8.01000,-15.1855,-15.0087,-0.979679
"rf0211",9.05000,-13.4093,-11.8947,-0.996956
"rf0609",8.57000,-14.6834,-14.4412,-1.45494
"rf0212",9.29000,-13.5986,-11.7069,-0.730003
"rf0213",10.2300,-15.4203,-14.0689,-0.853502
"rf0214",9.29000,-13.8452,-11.9378,-0.661514
"rf0215",10.4100,-15.7953,-14.4646,-0.609133
"rf0216",9.53000,-17.4650,-17.1501,-1.89490
"rf0611",8.23000,-15.5782,-15.4931,-1.61261
"rf0217",8.77000,-14.4987,-14.1555,-1.30669
"rf0218",8.83000,-13.8780,-12.5314,-1.10812
"rf0219",10.3500,-15.5290,-14.1462,-0.523260
"rf0220",9.93000,-14.7987,-13.7113,-1.00666
"rf0612",9.83000,-15.1128,-14.1868,-1.17004
"rf0221",10.9900,-18.6005,-18.0512,-1.72998
"rf0222",10.7900,-17.0618,-15.0630,-0.944172
"rf0223",9.57000,-17.7773,-17.6946,-1.92214
"rf0224",10.7100,-16.3522,-15.1762,-0.824837
"rf0613",7.85000,-13.5851,-13.0588,-1.68914
"rf0225",8.29000,-17.1263,-17.1778,-0.978481
"rf0226",9.07000,-16.1434,-15.9337,-1.57475
"rf0614",8.09000,-14.7824,-14.4894,-1.16304
"rf0227",8.99000,-17.4639,-17.2503,-1.50003
"rf0228",8.83000,-12.6368,-10.8510,-0.852221
"rf0229",8.53000,-15.0815,-14.7344,-1.30684
"rf0230",9.87000,-14.6536,-13.3426,-0.834112
"rf0615",8.63000,-13.5530,-11.9708,-1.16162
"rf0231",9.69000,-14.4675,-13.0614,-0.792471
"rf0232",9.11000,-13.5072,-11.8700,-0.941389
"rf0616",8.27000,-14.0541,-13.3703,-1.36114
"rf0233",10.8100,-18.1726,-15.6322,-1.35479
"rf0234",9.19000,-16.3389,-15.9380,-1.91036
"rf0235",8.05000,-15.2859,-15.1152,-1.01506
"rf0236",8.55000,-15.9120,-15.7767,-1.17602
"rf0237",10.1300,-19.1556,-19.0820,-1.66408
"rf0238",9.37000,-18.0294,-18.0217,-1.39040
"rf0239",9.83000,-17.6323,-17.2143,-2.14927
"rf0240",7.89000,-16.1783,-16.2751,-0.324314
"rf0241",8.07000,-15.8211,-15.7062,-0.280251
"rf0242",10.3100,-18.5389,-18.2994,-1.86361
"rf0243",8.89000,-13.4465,-12.0657,-1.23426
"rf0244",10.6100,-17.5749,-16.8583,-1.66090
"rf0617",8.07000,-13.8309,-13.3983,-1.09105
"rf0245",9.15000,-15.6889,-15.2389,-1.58159
"rf0246",8.25000,-16.8770,-16.9097,-1.46469
"rf0247",8.47000,-16.2658,-16.0814,-1.60672
"rf0618",8.03000,-15.9015,-15.9172,-2.34653
"rf0248",9.85000,-18.9318,-18.8433,-2.17498
"rf0619",7.45000,-14.7848,-14.8060,-0.228807
"rf0249",10.6100,-19.9651,-19.8177,-1.98278
"rf0620",7.93000,-15.0951,-14.9417,-1.41327
"rf0250",8.43000,-16.3116,-16.1711,-0.750292
"rf0251",9.23000,-18.1560,-17.9533,-1.18532
"rf0252",8.63000,-15.0639,-14.7673,-0.744360
"rf0621",7.53000,-15.2817,-15.3391,-0.500326
"rf0253",9.29000,-13.7039,-12.4249,-0.951372
"rf0254",10.5500,-16.0045,-14.3293,-0.735813
"rf0255",8.17000,-15.6338,-15.4801,-0.585970
"rf0622",8.45000,-15.5326,-15.1593,-0.859165
"rf0256",9.71000,-18.5188,-18.3497,-1.90280
"rf0257",8.45000,-16.0813,-15.8957,-1.52708
"rf0623",8.37000,-14.0162,-13.5342,-1.56309
"rf0258",9.31000,-18.3206,-18.1772,-1.20216
"rf0259",9.15000,-18.4802,-18.5227,-1.99666
"rf0260",8.81000,-16.2473,-16.0591,-1.25257
"rf0261",8.53000,-16.5314,-16.3901,-0.876736
"rf0262",8.53000,-16.2199,-16.0590,-1.37848
"rf0263",9.05000,-17.4492,-17.3240,-1.56136
"rf0264",9.63000,-18.8197,-18.6487,-2.34420
"rf0624",8.15000,-14.9505,-14.7495,-1.03032
"rf0625",8.19000,-14.3841,-14.1043,-1.30550
"rf0265",8.61000,-16.7563,-16.6202,-1.18499
"rf0266",8.41000,-16.2425,-15.9666,-0.243690
"rf0626",7.95000,-15.7603,-15.7463,-1.21222
"rf0627",7.83000,-15.5070,-15.5377,-1.38037
"rf0267",9.47000,-19.0115,-18.7857,-0.765953
"rf0628",8.23000,-15.4418,-15.2315,-1.22115
"rf0268",8.73000,-17.0156,-16.8602,-0.927322
"rf0269",8.57000,-16.9587,-16.9551,-1.56153
"rf0270",10.2700,-17.8218,-15.0406,-1.42060
"rf0271",10.1700,-16.7253,-16.3353,-1.63174
"rf0272",8.81000,-15.8792,-15.5474,-1.57937
"rf0273",8.29000,-16.2777,-16.2633,-1.97840
"rf0274",9.67000,-15.0898,-12.9878,-0.814167
"rf0275",8.59000,-11.4076,-9.99673,-0.885859
"rf0276",9.01000,-15.0619,-14.6945,-1.40236
"rf0277",10.8100,-17.5287,-16.2274,-1.38745
"rf0278",8.47000,-15.1938,-15.0561,-0.697723
"rf0279",8.21000,-15.6514,-15.4695,-1.14302
"rf0280",8.27000,-15.9854,-15.7879,-1.08619
"rf0281",10.1100,-16.5623,-13.0574,-1.24332
"rf0629",9.05000,-15.8371,-15.3868,-2.14452
"rf0630",8.21000,-15.7839,-15.5970,-0.473057
"rf0282",8.33000,-15.4551,-15.2647,-1.05247
"rf0631",7.83000,-15.6992,-15.6938,-1.83199
"rf0632",8.37000,-15.5361,-15.4863,-1.12763
"rf0283",10.1300,-17.6447,-17.4119,-1.94194
"rf0633",8.29000,-15.8327,-15.6859,-1.05591
"rf0284",8.65000,-16.5402,-16.3723,-1.30019
"rf0285",8.71000,-17.5018,-17.5475,-1.86959
"rf0634",7.93000,-13.8828,-13.6322,-1.18217
"rf0286",10.2900,-15.8986,-14.8444,-0.947617
"rf0635",7.91000,-14.7435,-14.4915,-0.415480
"rf0287",10.4300,-19.0204,-18.8706,-2.47932
"rf0636",8.13000,-14.2862,-14.0631,-1.40533
"rf0637",8.43000,-13.1651,-10.9433,-0.719973
"rf0288",10.0500,-15.1448,-13.6842,-0.690943
"rf0289",8.53000,-15.3973,-14.9807,-1.56427
"rf0638",9.17000,-17.6253,-17.4993,-1.44703
"rf0291",8.95000,-18.5312,-18.5768,-2.60545
"rf0640",10.3900,-15.6202,-13.8262,-0.878815
"rf0292",10.0300,-19.7985,-19.6725,-2.27837
"rf0641",8.09000,-16.1146,-16.1062,-1.74952
"rf0642",7.91000,-16.2094,-16.3147,-0.647697
"rf0643",7.75000,-15.3846,-15.3956,-0.360266
"rf0293",10.4300,-16.1030,-14.8031,-0.848034
"rf0644",7.85000,-15.0564,-14.8843,-0.243929
"rf0645",8.09000,-15.0944,-14.8891,-0.967834
"rf0294",10.2900,-19.8671,-19.7527,-1.70841
"rf0295",10.9100,-18.9769,-18.5584,-1.14557
"rf0646",8.23000,-15.0719,-14.8864,-0.895016
"rf0647",7.95000,-15.5583,-15.5526,-1.44380
"rf0648",7.81000,-15.1521,-15.1270,-1.31778
"rf0296",8.49000,-16.3816,-16.1697,-1.15614
"rf0297",9.01000,-16.1707,-15.8925,-1.15787
"rf0298",9.05000,-17.7772,-17.7055,-1.65500
"rf0299",8.55000,-16.6067,-16.4007,-0.975828
"rf0649",8.99000,-16.4705,-16.2410,-1.14276
"rf0300",9.21000,-17.3125,-17.1156,-1.23163
"rf0301",9.75000,-14.3534,-12.3545,-0.494379
"rf0650",8.11000,-16.2493,-16.2911,-1.62821
"rf0302",9.73000,-19.7213,-19.7139,-1.85490
"rf0303",8.89000,-18.3258,-18.3726,-1.75859
"rf0651",8.03000,-15.2965,-15.0670,-0.643219
"rf0304",8.33000,-16.3132,-16.2728,-1.21166
"rf0652",7.93000,-14.8840,-14.6802,-0.831888
"rf0653",8.11000,-16.2074,-16.2317,-1.68409
"rf0305",8.91000,-17.6101,-17.4591,-0.912952
"rf0654",8.47000,-16.2854,-16.0813,-1.40916
"rf0655",8.33000,-13.6950,-12.2829,-0.186220
"rf0656",8.03000,-14.4144,-13.9951,-1.08640
"rf0657",8.95000,-16.2195,-16.2027,-1.38994
"rf0658",9.95000,-14.6620,-13.3010,-0.613195
"rf0306",8.73000,-17.0580,-16.8631,-0.823483
"rf0307",9.89000,-14.4230,-12.7502,-0.530792
"rf0308",8.79000,-15.4052,-15.0283,-0.861662
"rf0309",10.2500,-17.6000,-17.1419,-2.00079
"rf0310",10.4300,-17.2652,-14.5579,-1.02479
"rf0311",8.35000,-15.5267,-15.2901,-1.24541
"rf0312",9.07000,-17.8879,-17.6068,-0.279072
"rf0313",8.95000,-16.4761,-15.7930,-0.0584412
"rf0659",8.65000,-16.0861,-15.8308,-1.27083
"rf0314",8.75000,-18.1158,-18.1055,-2.18006
"rf0315",10.7300,-20.2111,-20.0754,-1.78772
"rf0316",9.27000,-18.1507,-18.0204,-1.16860
"rf0317",8.65000,-16.8898,-16.7069,-1.04970
"rf0660",7.75000,-15.4882,-15.5311,-1.17889
"rf0661",7.97000,-14.3448,-14.0188,-1.08976
"rf0318",8.41000,-16.2016,-15.9091,-0.0563126
