name,name,confidence_level,jhu,name.1,nsa,port
ECO04197,ECO04197,-1.0,-1.0,ECO04197,0.0,0.0
ECO04206,ECO04206,-3.0,-1.0,ECO04206,-1.0,-1.0
ECO04216,ECO04216,-2.0,-1.0,ECO04216,0.0,-1.0
ECO04217,ECO04217,2.0,1.0,ECO04217,1.0,0.0
ECO04239,ECO04239,-2.0,-1.0,ECO04239,-1.0,0.0
ECO04241,ECO04241,-3.0,-1.0,ECO04241,-1.0,-1.0
ECO04245,ECO04245,-3.0,-1.0,ECO04245,-1.0,-1.0
ECO04259,ECO04259,-3.0,-1.0,ECO04259,-1.0,-1.0
ECO04264,ECO04264,-1.0,-1.0,ECO04264,0.0,0.0
ECO04272,ECO04272,-3.0,-1.0,ECO04272,-1.0,-1.0
ECO04279,ECO04279,-2.0,-1.0,ECO04279,0.0,-1.0
ECO04281,ECO04281,-3.0,-1.0,ECO04281,-1.0,-1.0
ECO04284,ECO04284,-2.0,-1.0,ECO04284,-1.0,0.0
ECO04287,ECO04287,-2.0,-1.0,ECO04287,-1.0,0.0
ECO04288,ECO04288,-3.0,-1.0,ECO04288,-1.0,-1.0
ECO04289,ECO04289,-3.0,-1.0,ECO04289,-1.0,-1.0
ECO04290,ECO04290,3.0,1.0,ECO04290,1.0,1.0
ECO04296,ECO04296,1.0,1.0,ECO04296,0.0,0.0
ECO04298,ECO04298,-1.0,-1.0,ECO04298,1.0,-1.0
ECO04309,ECO04309,1.0,1.0,ECO04309,0.0,0.0
ECO04314,ECO04314,3.0,1.0,ECO04314,1.0,1.0
ECO04315,ECO04315,2.0,1.0,ECO04315,1.0,0.0
ECO04317,ECO04317,-2.0,-1.0,ECO04317,-1.0,0.0
ECO04323,ECO04323,-1.0,-1.0,ECO04323,0.0,0.0
ECO04325,ECO04325,-2.0,-1.0,ECO04325,-1.0,0.0
ECO04334,ECO04334,-1.0,-1.0,ECO04334,0.0,0.0
ECO04342,ECO04342,-3.0,-1.0,ECO04342,-1.0,-1.0
ECO04344,ECO04344,2.0,1.0,ECO04344,1.0,0.0
ECO04349,ECO04349,-2.0,-1.0,ECO04349,-1.0,0.0
ECO04358,ECO04358,2.0,1.0,ECO04358,1.0,0.0
ECO04362,ECO04362,-3.0,-1.0,ECO04362,-1.0,-1.0
ECO04363,ECO04363,-3.0,-1.0,ECO04363,-1.0,-1.0
ECO04365,ECO04365,3.0,1.0,ECO04365,1.0,1.0
ECO04366,ECO04366,-2.0,-1.0,ECO04366,0.0,-1.0
ECO04373,ECO04373,-1.0,-1.0,ECO04373,0.0,0.0
ECO04382,ECO04382,-3.0,-1.0,ECO04382,-1.0,-1.0
ECO04383,ECO04383,-1.0,-1.0,ECO04383,0.0,0.0
ECO04384,ECO04384,-1.0,-1.0,ECO04384,0.0,0.0
ECO04386,ECO04386,3.0,1.0,ECO04386,1.0,1.0
ECO04387,ECO04387,-3.0,-1.0,ECO04387,-1.0,-1.0
ECO04404,ECO04404,-2.0,-1.0,ECO04404,0.0,-1.0
ECO04410,ECO04410,-1.0,-1.0,ECO04410,0.0,0.0
ECO04417,ECO04417,2.0,1.0,ECO04417,0.0,1.0
ECO04425,ECO04425,-1.0,-1.0,ECO04425,0.0,0.0
ECO04426,ECO04426,-1.0,-1.0,ECO04426,0.0,0.0
ECO04429,ECO04429,-3.0,-1.0,ECO04429,-1.0,-1.0
ECO04430,ECO04430,-1.0,-1.0,ECO04430,1.0,-1.0
ECO04436,ECO04436,-2.0,-1.0,ECO04436,-1.0,0.0
ECO04439,ECO04439,-1.0,-1.0,ECO04439,0.0,0.0
ECO04443,ECO04443,-1.0,-1.0,ECO04443,0.0,0.0
ECO04448,ECO04448,-3.0,-1.0,ECO04448,-1.0,-1.0
ECO04452,ECO04452,-3.0,-1.0,ECO04452,-1.0,-1.0
ECO04457,ECO04457,-2.0,-1.0,ECO04457,0.0,-1.0
ECO04460,ECO04460,-3.0,-1.0,ECO04460,-1.0,-1.0
ECO04461,ECO04461,-2.0,-1.0,ECO04461,-1.0,0.0
ECO04464,ECO04464,3.0,1.0,ECO04464,1.0,1.0
ECO04477,ECO04477,2.0,1.0,ECO04477,1.0,0.0
ECO04484,ECO04484,0.0,-1.0,ECO04484,1.0,0.0
ECO04494,ECO04494,-3.0,-1.0,ECO04494,-1.0,-1.0
ECO04501,ECO04501,-1.0,-1.0,ECO04501,0.0,0.0
ECO04505,ECO04505,-1.0,-1.0,ECO04505,0.0,0.0
ECO04506,ECO04506,-3.0,-1.0,ECO04506,-1.0,-1.0
ECO04508,ECO04508,-2.0,-1.0,ECO04508,-1.0,0.0
ECO04512,ECO04512,-3.0,-1.0,ECO04512,-1.0,-1.0
ECO04519,ECO04519,-2.0,-1.0,ECO04519,0.0,-1.0
ECO04522,ECO04522,-1.0,-1.0,ECO04522,0.0,0.0
ECO04531,ECO04531,2.0,1.0,ECO04531,1.0,0.0
ECO04535,ECO04535,-2.0,-1.0,ECO04535,-1.0,0.0
ECO04540,ECO04540,-3.0,-1.0,ECO04540,-1.0,-1.0
ECO04544,ECO04544,-3.0,-1.0,ECO04544,-1.0,-1.0
ECO04549,ECO04549,-3.0,-1.0,ECO04549,-1.0,-1.0
ECO04556,ECO04556,-3.0,-1.0,ECO04556,-1.0,-1.0
ECO04560,ECO04560,3.0,1.0,ECO04560,1.0,1.0
ECO04562,ECO04562,2.0,1.0,ECO04562,1.0,0.0
ECO04563,ECO04563,-2.0,-1.0,ECO04563,-1.0,0.0
ECO04565,ECO04565,2.0,1.0,ECO04565,1.0,0.0
ECO04568,ECO04568,-3.0,-1.0,ECO04568,-1.0,-1.0
ECO04572,ECO04572,-1.0,-1.0,ECO04572,0.0,0.0
ECO04573,ECO04573,-3.0,-1.0,ECO04573,-1.0,-1.0
ECO04576,ECO04576,-1.0,-1.0,ECO04576,0.0,0.0
ECO04581,ECO04581,-3.0,-1.0,ECO04581,-1.0,-1.0
ECO04587,ECO04587,-1.0,-1.0,ECO04587,0.0,0.0
ECO04598,ECO04598,-2.0,-1.0,ECO04598,-1.0,0.0
ECO04602,ECO04602,2.0,1.0,ECO04602,1.0,0.0
ECO04610,ECO04610,-3.0,-1.0,ECO04610,-1.0,-1.0
ECO04611,ECO04611,-1.0,-1.0,ECO04611,0.0,0.0
ECO04616,ECO04616,-1.0,-1.0,ECO04616,0.0,0.0
ECO04619,ECO04619,0.0,-1.0,ECO04619,1.0,0.0
ECO04621,ECO04621,-1.0,-1.0,ECO04621,0.0,0.0
ECO04635,ECO04635,0.0,-1.0,ECO04635,1.0,0.0
ECO04655,ECO04655,-1.0,-1.0,ECO04655,0.0,0.0
ECO04663,ECO04663,-2.0,-1.0,ECO04663,0.0,-1.0
ECO04674,ECO04674,-3.0,-1.0,ECO04674,-1.0,-1.0
ECO04678,ECO04678,3.0,1.0,ECO04678,1.0,1.0
ECO04684,ECO04684,-3.0,-1.0,ECO04684,-1.0,-1.0
ECO04687,ECO04687,-2.0,-1.0,ECO04687,0.0,-1.0
ECO04688,ECO04688,-1.0,-1.0,ECO04688,0.0,0.0
ECO04689,ECO04689,-2.0,-1.0,ECO04689,0.0,-1.0
ECO04693,ECO04693,-3.0,-1.0,ECO04693,-1.0,-1.0
ECO04698,ECO04698,-2.0,-1.0,ECO04698,-1.0,0.0
ECO04711,ECO04711,-3.0,-1.0,ECO04711,-1.0,-1.0
ECO04712,ECO04712,-3.0,-1.0,ECO04712,-1.0,-1.0
ECO04713,ECO04713,-3.0,-1.0,ECO04713,-1.0,-1.0
ECO04715,ECO04715,-1.0,-1.0,ECO04715,0.0,0.0
ECO04723,ECO04723,-2.0,-1.0,ECO04723,0.0,-1.0
ECO04729,ECO04729,2.0,1.0,ECO04729,1.0,0.0
ECO04732,ECO04732,-3.0,-1.0,ECO04732,-1.0,-1.0
ECO04734,ECO04734,3.0,1.0,ECO04734,1.0,1.0
ECO04737,ECO04737,0.0,-1.0,ECO04737,1.0,0.0
ECO04738,ECO04738,-2.0,-1.0,ECO04738,-1.0,0.0
ECO04743,ECO04743,-2.0,-1.0,ECO04743,-1.0,0.0
ECO04748,ECO04748,-3.0,-1.0,ECO04748,-1.0,-1.0
ECO04749,ECO04749,-3.0,-1.0,ECO04749,-1.0,-1.0
ECO04752,ECO04752,-1.0,-1.0,ECO04752,0.0,0.0
ECO04755,ECO04755,3.0,1.0,ECO04755,1.0,1.0
ECO04756,ECO04756,-1.0,-1.0,ECO04756,0.0,0.0
ECO04757,ECO04757,-2.0,-1.0,ECO04757,-1.0,0.0
ECO04768,ECO04768,-1.0,-1.0,ECO04768,0.0,0.0
ECO04772,ECO04772,-3.0,-1.0,ECO04772,-1.0,-1.0
ECO04775,ECO04775,-2.0,-1.0,ECO04775,-1.0,0.0
ECO04776,ECO04776,3.0,1.0,ECO04776,1.0,1.0
ECO04778,ECO04778,-2.0,-1.0,ECO04778,0.0,-1.0
ECO04784,ECO04784,-1.0,-1.0,ECO04784,0.0,0.0
ECO04788,ECO04788,-3.0,-1.0,ECO04788,-1.0,-1.0
ECO04793,ECO04793,-3.0,-1.0,ECO04793,-1.0,-1.0
ECO04800,ECO04800,2.0,1.0,ECO04800,1.0,0.0
ECO04803,ECO04803,-1.0,-1.0,ECO04803,0.0,0.0
ECO04804,ECO04804,-3.0,-1.0,ECO04804,-1.0,-1.0
ECO04806,ECO04806,-1.0,-1.0,ECO04806,0.0,0.0
ECO04808,ECO04808,-1.0,-1.0,ECO04808,0.0,0.0
ECO04813,ECO04813,-3.0,-1.0,ECO04813,-1.0,-1.0
ECO04820,ECO04820,-3.0,-1.0,ECO04820,-1.0,-1.0
ECO04836,ECO04836,-3.0,-1.0,ECO04836,-1.0,-1.0
ECO04838,ECO04838,-2.0,-1.0,ECO04838,-1.0,0.0
ECO04839,ECO04839,-2.0,-1.0,ECO04839,-1.0,0.0
ECO04848,ECO04848,-1.0,-1.0,ECO04848,0.0,0.0
ECO04858,ECO04858,-3.0,-1.0,ECO04858,-1.0,-1.0
ECO04864,ECO04864,1.0,1.0,ECO04864,0.0,0.0
ECO04869,ECO04869,3.0,1.0,ECO04869,1.0,1.0
ECO04877,ECO04877,-2.0,-1.0,ECO04877,0.0,-1.0
ECO04888,ECO04888,3.0,1.0,ECO04888,1.0,1.0
ECO04889,ECO04889,3.0,1.0,ECO04889,1.0,1.0
ECO04892,ECO04892,-2.0,-1.0,ECO04892,-1.0,0.0
ECO04898,ECO04898,-2.0,-1.0,ECO04898,0.0,-1.0
ECO04900,ECO04900,1.0,-1.0,ECO04900,1.0,1.0
ECO04904,ECO04904,2.0,1.0,ECO04904,1.0,0.0
ECO04907,ECO04907,-1.0,-1.0,ECO04907,0.0,0.0
ECO04911,ECO04911,3.0,1.0,ECO04911,1.0,1.0
ECO04916,ECO04916,2.0,1.0,ECO04916,1.0,0.0
ECO04922,ECO04922,2.0,1.0,ECO04922,1.0,0.0
ECO04923,ECO04923,-1.0,-1.0,ECO04923,0.0,0.0
ECO04926,ECO04926,-3.0,-1.0,ECO04926,-1.0,-1.0
ECO04927,ECO04927,-3.0,-1.0,ECO04927,-1.0,-1.0
ECO04928,ECO04928,-2.0,-1.0,ECO04928,0.0,-1.0
ECO04930,ECO04930,-1.0,-1.0,ECO04930,0.0,0.0
ECO04933,ECO04933,-1.0,-1.0,ECO04933,0.0,0.0
ECO04942,ECO04942,-2.0,-1.0,ECO04942,-1.0,0.0
ECO04944,ECO04944,-2.0,-1.0,ECO04944,0.0,-1.0
ECO04947,ECO04947,-3.0,-1.0,ECO04947,-1.0,-1.0
ECO04950,ECO04950,-1.0,-1.0,ECO04950,0.0,0.0
ECO04966,ECO04966,-1.0,-1.0,ECO04966,0.0,0.0
ECO04971,ECO04971,-1.0,-1.0,ECO04971,0.0,0.0
ECO04981,ECO04981,0.0,-1.0,ECO04981,1.0,0.0
ECO04982,ECO04982,-2.0,-1.0,ECO04982,0.0,-1.0
ECO04985,ECO04985,-1.0,-1.0,ECO04985,0.0,0.0
ECO04990,ECO04990,-2.0,-1.0,ECO04990,0.0,-1.0
ECO04993,ECO04993,-1.0,-1.0,ECO04993,0.0,0.0
ECO04995,ECO04995,-2.0,-1.0,ECO04995,-1.0,0.0
ECO04996,ECO04996,-2.0,-1.0,ECO04996,-1.0,0.0
ECO04997,ECO04997,-1.0,-1.0,ECO04997,0.0,0.0
ECO05003,ECO05003,2.0,1.0,ECO05003,1.0,0.0
ECO05006,ECO05006,2.0,1.0,ECO05006,1.0,0.0
ECO05013,ECO05013,-2.0,-1.0,ECO05013,-1.0,0.0
ECO05014,ECO05014,1.0,1.0,ECO05014,0.0,0.0
ECO05020,ECO05020,-2.0,-1.0,ECO05020,0.0,-1.0
ECO05028,ECO05028,2.0,1.0,ECO05028,1.0,0.0
ECO05031,ECO05031,-3.0,-1.0,ECO05031,-1.0,-1.0
ECO05035,ECO05035,-2.0,-1.0,ECO05035,-1.0,0.0
ECO05038,ECO05038,-1.0,-1.0,ECO05038,0.0,0.0
ECO05039,ECO05039,-2.0,-1.0,ECO05039,-1.0,0.0
ECO05040,ECO05040,-1.0,-1.0,ECO05040,0.0,0.0
ECO05042,ECO05042,-2.0,-1.0,ECO05042,-1.0,0.0
ECO05045,ECO05045,-2.0,-1.0,ECO05045,-1.0,0.0
ECO05047,ECO05047,-1.0,-1.0,ECO05047,0.0,0.0
ECO05054,ECO05054,1.0,0.0,ECO05054,1.0,0.0
ECO05057,ECO05057,-1.0,-1.0,ECO05057,0.0,0.0
ECO05060,ECO05060,-2.0,-1.0,ECO05060,0.0,-1.0
ECO05061,ECO05061,-3.0,-1.0,ECO05061,-1.0,-1.0
ECO05075,ECO05075,-3.0,-1.0,ECO05075,-1.0,-1.0
ECO05080,ECO05080,-3.0,-1.0,ECO05080,-1.0,-1.0
ECO05081,ECO05081,-3.0,-1.0,ECO05081,-1.0,-1.0
ECO05086,ECO05086,-1.0,-1.0,ECO05086,0.0,0.0
ECO05093,ECO05093,-1.0,-1.0,ECO05093,0.0,0.0
ECO05099,ECO05099,1.0,1.0,ECO05099,0.0,0.0
ECO05100,ECO05100,-3.0,-1.0,ECO05100,-1.0,-1.0
ECO05103,ECO05103,-3.0,-1.0,ECO05103,-1.0,-1.0
ECO05104,ECO05104,-1.0,-1.0,ECO05104,0.0,0.0
ECO05111,ECO05111,-2.0,-1.0,ECO05111,-1.0,0.0
ECO05114,ECO05114,-1.0,-1.0,ECO05114,0.0,0.0
ECO05115,ECO05115,-3.0,-1.0,ECO05115,-1.0,-1.0
ECO05118,ECO05118,-2.0,-1.0,ECO05118,-1.0,0.0
ECO05128,ECO05128,3.0,1.0,ECO05128,1.0,1.0
ECO05129,ECO05129,-1.0,-1.0,ECO05129,1.0,-1.0
ECO05130,ECO05130,-1.0,-1.0,ECO05130,0.0,0.0
ECO05134,ECO05134,-3.0,-1.0,ECO05134,-1.0,-1.0
ECO05136,ECO05136,3.0,1.0,ECO05136,1.0,1.0
ECO05143,ECO05143,3.0,1.0,ECO05143,1.0,1.0
ECO05144,ECO05144,-1.0,-1.0,ECO05144,0.0,0.0
ECO05158,ECO05158,-2.0,-1.0,ECO05158,-1.0,0.0
ECO05163,ECO05163,-2.0,-1.0,ECO05163,-1.0,0.0
ECO05165,ECO05165,3.0,1.0,ECO05165,1.0,1.0
ECO05169,ECO05169,-3.0,-1.0,ECO05169,-1.0,-1.0
ECO05180,ECO05180,-2.0,-1.0,ECO05180,-1.0,0.0
ECO05189,ECO05189,-1.0,-1.0,ECO05189,0.0,0.0
ECO05191,ECO05191,-3.0,-1.0,ECO05191,-1.0,-1.0
ECO05199,ECO05199,-1.0,-1.0,ECO05199,0.0,0.0
ECO05207,ECO05207,-2.0,-1.0,ECO05207,0.0,-1.0
ECO05211,ECO05211,-1.0,-1.0,ECO05211,0.0,0.0
ECO05217,ECO05217,-1.0,-1.0,ECO05217,0.0,0.0
ECO05218,ECO05218,-1.0,-1.0,ECO05218,0.0,0.0
ECO05220,ECO05220,-2.0,-1.0,ECO05220,-1.0,0.0
ECO05224,ECO05224,-2.0,-1.0,ECO05224,0.0,-1.0
ECO05228,ECO05228,2.0,1.0,ECO05228,1.0,0.0
ECO05232,ECO05232,-1.0,-1.0,ECO05232,0.0,0.0
ECO05235,ECO05235,-3.0,-1.0,ECO05235,-1.0,-1.0
ECO05243,ECO05243,-1.0,-1.0,ECO05243,0.0,0.0
ECO05283,ECO05283,-3.0,-1.0,ECO05283,-1.0,-1.0
ECO05292,ECO05292,-1.0,-1.0,ECO05292,0.0,0.0
ECO05298,ECO05298,-1.0,-1.0,ECO05298,0.0,0.0
ECO05301,ECO05301,-3.0,-1.0,ECO05301,-1.0,-1.0
ECO05304,ECO05304,0.0,-1.0,ECO05304,1.0,0.0
ECO05306,ECO05306,-2.0,-1.0,ECO05306,-1.0,0.0
ECO05308,ECO05308,-1.0,-1.0,ECO05308,0.0,0.0
ECO05316,ECO05316,-2.0,-1.0,ECO05316,-1.0,0.0
ECO05319,ECO05319,-3.0,-1.0,ECO05319,-1.0,-1.0
ECO05321,ECO05321,-2.0,-1.0,ECO05321,0.0,-1.0
ECO05325,ECO05325,-1.0,-1.0,ECO05325,0.0,0.0
ECO05327,ECO05327,-2.0,-1.0,ECO05327,-1.0,0.0
ECO05331,ECO05331,-1.0,-1.0,ECO05331,0.0,0.0
ECO05336,ECO05336,-3.0,-1.0,ECO05336,-1.0,-1.0
ECO05341,ECO05341,0.0,-1.0,ECO05341,1.0,0.0
ECO05344,ECO05344,-3.0,-1.0,ECO05344,-1.0,-1.0
ECO05355,ECO05355,-3.0,-1.0,ECO05355,-1.0,-1.0
ECO05360,ECO05360,-1.0,-1.0,ECO05360,0.0,0.0
ECO05365,ECO05365,-3.0,-1.0,ECO05365,-1.0,-1.0
ECO05374,ECO05374,3.0,1.0,ECO05374,1.0,1.0
ECO05381,ECO05381,-1.0,-1.0,ECO05381,0.0,0.0
ECO05382,ECO05382,-3.0,-1.0,ECO05382,-1.0,-1.0
ECO05386,ECO05386,-2.0,-1.0,ECO05386,-1.0,0.0
ECO05388,ECO05388,0.0,-1.0,ECO05388,1.0,0.0
ECO05389,ECO05389,-3.0,-1.0,ECO05389,-1.0,-1.0
ECO05391,ECO05391,-1.0,-1.0,ECO05391,0.0,0.0
ECO05392,ECO05392,-1.0,-1.0,ECO05392,0.0,0.0
ECO05394,ECO05394,-3.0,-1.0,ECO05394,-1.0,-1.0
ECO05399,ECO05399,-3.0,-1.0,ECO05399,-1.0,-1.0
ECO05402,ECO05402,-1.0,-1.0,ECO05402,0.0,0.0
ECO05408,ECO05408,-3.0,-1.0,ECO05408,-1.0,-1.0
ECO05411,ECO05411,-3.0,-1.0,ECO05411,-1.0,-1.0
ECO05417,ECO05417,-3.0,-1.0,ECO05417,-1.0,-1.0
ECO05419,ECO05419,-1.0,-1.0,ECO05419,0.0,0.0
ECO05420,ECO05420,-1.0,-1.0,ECO05420,0.0,0.0
ECO05426,ECO05426,-2.0,-1.0,ECO05426,-1.0,0.0
ECO05428,ECO05428,3.0,1.0,ECO05428,1.0,1.0
ECO05430,ECO05430,-3.0,-1.0,ECO05430,-1.0,-1.0
ECO05438,ECO05438,-1.0,-1.0,ECO05438,0.0,0.0
ECO05440,ECO05440,0.0,-1.0,ECO05440,1.0,0.0
ECO05442,ECO05442,-1.0,-1.0,ECO05442,0.0,0.0
ECO05452,ECO05452,-3.0,-1.0,ECO05452,-1.0,-1.0
ECO05455,ECO05455,-1.0,-1.0,ECO05455,1.0,-1.0
ECO05457,ECO05457,0.0,-1.0,ECO05457,1.0,0.0
ECO05459,ECO05459,3.0,1.0,ECO05459,1.0,1.0
ECO05461,ECO05461,2.0,1.0,ECO05461,1.0,0.0
ECO05464,ECO05464,-3.0,-1.0,ECO05464,-1.0,-1.0
ECO05468,ECO05468,-3.0,-1.0,ECO05468,-1.0,-1.0
ECO05470,ECO05470,3.0,1.0,ECO05470,1.0,1.0
ECO05477,ECO05477,-2.0,-1.0,ECO05477,0.0,-1.0
ECO05481,ECO05481,-1.0,-1.0,ECO05481,0.0,0.0
ECO05488,ECO05488,-3.0,-1.0,ECO05488,-1.0,-1.0
ECO05490,ECO05490,-1.0,-1.0,ECO05490,0.0,0.0
ECO05492,ECO05492,-3.0,-1.0,ECO05492,-1.0,-1.0
ECO05493,ECO05493,-1.0,-1.0,ECO05493,0.0,0.0
ECO05494,ECO05494,-2.0,-1.0,ECO05494,-1.0,0.0
ECO05495,ECO05495,3.0,1.0,ECO05495,1.0,1.0
ECO05498,ECO05498,3.0,1.0,ECO05498,1.0,1.0
ECO05503,ECO05503,-3.0,-1.0,ECO05503,-1.0,-1.0
ECO05504,ECO05504,-2.0,-1.0,ECO05504,0.0,-1.0
ECO05506,ECO05506,-3.0,-1.0,ECO05506,-1.0,-1.0
ECO05512,ECO05512,-2.0,-1.0,ECO05512,0.0,-1.0
ECO05514,ECO05514,-3.0,-1.0,ECO05514,-1.0,-1.0
ECO05517,ECO05517,-3.0,-1.0,ECO05517,-1.0,-1.0
ECO05519,ECO05519,-2.0,-1.0,ECO05519,0.0,-1.0
ECO05522,ECO05522,-1.0,-1.0,ECO05522,0.0,0.0
ECO05526,ECO05526,-1.0,-1.0,ECO05526,0.0,0.0
ECO05530,ECO05530,-3.0,-1.0,ECO05530,-1.0,-1.0
ECO05533,ECO05533,-3.0,-1.0,ECO05533,-1.0,-1.0
ECO05545,ECO05545,-1.0,-1.0,ECO05545,0.0,0.0
ECO05547,ECO05547,-1.0,-1.0,ECO05547,0.0,0.0
ECO05550,ECO05550,-2.0,-1.0,ECO05550,0.0,-1.0
ECO05553,ECO05553,0.0,-1.0,ECO05553,1.0,0.0
ECO05554,ECO05554,-3.0,-1.0,ECO05554,-1.0,-1.0
ECO05558,ECO05558,-2.0,-1.0,ECO05558,-1.0,0.0
ECO05563,ECO05563,-1.0,-1.0,ECO05563,0.0,0.0
ECO05578,ECO05578,-1.0,-1.0,ECO05578,0.0,0.0
ECO05579,ECO05579,-3.0,-1.0,ECO05579,-1.0,-1.0
ECO05586,ECO05586,-2.0,-1.0,ECO05586,-1.0,0.0
ECO05592,ECO05592,-1.0,-1.0,ECO05592,0.0,0.0
ECO05593,ECO05593,-1.0,-1.0,ECO05593,0.0,0.0
ECO05597,ECO05597,-1.0,-1.0,ECO05597,1.0,-1.0
ECO05603,ECO05603,-3.0,-1.0,ECO05603,-1.0,-1.0
ECO05605,ECO05605,-1.0,-1.0,ECO05605,0.0,0.0
ECO05627,ECO05627,-1.0,-1.0,ECO05627,0.0,0.0
ECO05637,ECO05637,-1.0,-1.0,ECO05637,0.0,0.0
ECO05642,ECO05642,-1.0,-1.0,ECO05642,0.0,0.0
ECO05647,ECO05647,3.0,1.0,ECO05647,1.0,1.0
ECO05648,ECO05648,-3.0,-1.0,ECO05648,-1.0,-1.0
ECO05657,ECO05657,-1.0,-1.0,ECO05657,0.0,0.0
ECO05658,ECO05658,-1.0,-1.0,ECO05658,0.0,0.0
ECO05659,ECO05659,0.0,-1.0,ECO05659,0.0,1.0
ECO05660,ECO05660,-3.0,-1.0,ECO05660,-1.0,-1.0
ECO05661,ECO05661,-1.0,-1.0,ECO05661,0.0,0.0
ECO05663,ECO05663,-2.0,-1.0,ECO05663,0.0,-1.0
ECO05666,ECO05666,-3.0,-1.0,ECO05666,-1.0,-1.0
ECO05670,ECO05670,-1.0,-1.0,ECO05670,0.0,0.0
ECO05671,ECO05671,1.0,1.0,ECO05671,0.0,0.0
ECO05673,ECO05673,-3.0,-1.0,ECO05673,-1.0,-1.0
ECO05674,ECO05674,1.0,1.0,ECO05674,0.0,0.0
ECO05675,ECO05675,-1.0,-1.0,ECO05675,1.0,-1.0
ECO05679,ECO05679,-2.0,-1.0,ECO05679,-1.0,0.0
ECO05681,ECO05681,-2.0,-1.0,ECO05681,0.0,-1.0
ECO05682,ECO05682,-3.0,-1.0,ECO05682,-1.0,-1.0
ECO05684,ECO05684,-3.0,-1.0,ECO05684,-1.0,-1.0
ECO05689,ECO05689,-3.0,-1.0,ECO05689,-1.0,-1.0
ECO05690,ECO05690,-2.0,-1.0,ECO05690,0.0,-1.0
ECO05697,ECO05697,-3.0,-1.0,ECO05697,-1.0,-1.0
ECO05698,ECO05698,-2.0,-1.0,ECO05698,-1.0,0.0
ECO05704,ECO05704,-3.0,-1.0,ECO05704,-1.0,-1.0
ECO05715,ECO05715,-2.0,-1.0,ECO05715,0.0,-1.0
ECO05716,ECO05716,-1.0,-1.0,ECO05716,0.0,0.0
ECO05737,ECO05737,-1.0,-1.0,ECO05737,0.0,0.0
ECO05741,ECO05741,-3.0,-1.0,ECO05741,-1.0,-1.0
ECO05742,ECO05742,-1.0,-1.0,ECO05742,0.0,0.0
ECO05746,ECO05746,-1.0,-1.0,ECO05746,0.0,0.0
ECO05754,ECO05754,-1.0,-1.0,ECO05754,0.0,0.0
ECO05755,ECO05755,-1.0,-1.0,ECO05755,0.0,0.0
ECO05757,ECO05757,-1.0,-1.0,ECO05757,1.0,-1.0
ECO05759,ECO05759,-2.0,-1.0,ECO05759,-1.0,0.0
ECO05762,ECO05762,-2.0,-1.0,ECO05762,-1.0,0.0
ECO05764,ECO05764,-1.0,-1.0,ECO05764,0.0,0.0
ECO05765,ECO05765,-1.0,-1.0,ECO05765,0.0,0.0
ECO05769,ECO05769,-2.0,-1.0,ECO05769,-1.0,0.0
ECO05775,ECO05775,-1.0,-1.0,ECO05775,0.0,0.0
ECO05782,ECO05782,-1.0,-1.0,ECO05782,0.0,0.0
ECO05783,ECO05783,-1.0,-1.0,ECO05783,0.0,0.0
ECO05785,ECO05785,-1.0,-1.0,ECO05785,0.0,0.0
ECO05791,ECO05791,-1.0,-1.0,ECO05791,0.0,0.0
ECO05797,ECO05797,-2.0,-1.0,ECO05797,-1.0,0.0
ECO05798,ECO05798,-1.0,-1.0,ECO05798,0.0,0.0
ECO05799,ECO05799,-1.0,-1.0,ECO05799,0.0,0.0
ECO05800,ECO05800,-3.0,-1.0,ECO05800,-1.0,-1.0
ECO05806,ECO05806,-3.0,-1.0,ECO05806,-1.0,-1.0
ECO05812,ECO05812,-3.0,-1.0,ECO05812,-1.0,-1.0
ECO05814,ECO05814,-3.0,-1.0,ECO05814,-1.0,-1.0
ECO05816,ECO05816,0.0,-1.0,ECO05816,1.0,0.0
ECO05818,ECO05818,3.0,1.0,ECO05818,1.0,1.0
ECO05819,ECO05819,-2.0,-1.0,ECO05819,-1.0,0.0
ECO05826,ECO05826,-2.0,-1.0,ECO05826,-1.0,0.0
ECO05832,ECO05832,-1.0,-1.0,ECO05832,0.0,0.0
ECO05843,ECO05843,-1.0,-1.0,ECO05843,0.0,0.0
ECO05847,ECO05847,-1.0,-1.0,ECO05847,0.0,0.0
ECO05848,ECO05848,-1.0,-1.0,ECO05848,0.0,0.0
ECO05860,ECO05860,-2.0,-1.0,ECO05860,-1.0,0.0
ECO05865,ECO05865,-2.0,-1.0,ECO05865,-1.0,0.0
ECO05867,ECO05867,-2.0,-1.0,ECO05867,-1.0,0.0
ECO05870,ECO05870,-3.0,-1.0,ECO05870,-1.0,-1.0
ECO05874,ECO05874,-1.0,-1.0,ECO05874,0.0,0.0
ECO05878,ECO05878,-3.0,-1.0,ECO05878,-1.0,-1.0
ECO05879,ECO05879,3.0,1.0,ECO05879,1.0,1.0
ECO05884,ECO05884,-1.0,-1.0,ECO05884,0.0,0.0
ECO05889,ECO05889,2.0,1.0,ECO05889,1.0,0.0
ECO05892,ECO05892,3.0,1.0,ECO05892,1.0,1.0
ECO05893,ECO05893,-3.0,-1.0,ECO05893,-1.0,-1.0
ECO05897,ECO05897,-2.0,-1.0,ECO05897,-1.0,0.0
ECO05900,ECO05900,-1.0,-1.0,ECO05900,0.0,0.0
