name,oii_3726_flux,oii_3726_flux_err,oii_3729_flux,oii_3729_flux_err,neiii_3869_flux,neiii_3869_flux_err,h_delta_flux,h_delta_flux_err,h_gamma_flux,h_gamma_flux_err,oiii_4363_flux,oiii_4363_flux_err,h_beta_flux,h_beta_flux_err,oiii_4959_flux,oiii_4959_flux_err,oiii_5007_flux,oiii_5007_flux_err,hei_5876_flux,hei_5876_flux_err,oi_6300_flux,oi_6300_flux_err,nii_6548_flux,nii_6548_flux_err,h_alpha_flux,h_alpha_flux_err,nii_6584_flux,nii_6584_flux_err,sii_6717_flux,sii_6717_flux_err,sii_6731_flux,sii_6731_flux_err,ariii7135_flux,ariii7135_flux_err,oii_flux,oii_flux_err,oiii_flux,oiii_flux_err,Flux_HeII_3203,Flux_HeII_3203_Err,Flux_OII_3726,Flux_OII_3726_Err,Flux_OII_3728,Flux_OII_3728_Err,Flux_NeIII_3868,Flux_NeIII_3868_Err,Flux_Hd_4101,Flux_Hd_4101_Err,Flux_Hg_4340,Flux_Hg_4340_Err,Flux_OIII_4363,Flux_OIII_4363_Err,Flux_HeII_4685,Flux_HeII_4685_Err,Flux_ArIV_4711,Flux_ArIV_4711_Err,Flux_Hb_4861,Flux_Hb_4861_Err,Flux_OIII_4958,Flux_OIII_4958_Err,Flux_OIII_5006,Flux_OIII_5006_Err,Flux_HeI_5875,Flux_HeI_5875_Err,Flux_OI_6300,Flux_OI_6300_Err,Flux_NII_6547,Flux_NII_6547_Err,Flux_Ha_6562,Flux_Ha_6562_Err,Flux_NII_6583,Flux_NII_6583_Err,Flux_SII_6716,Flux_SII_6716_Err,Flux_SII_6730,Flux_SII_6730_Err
rf0276,0,-0.8586237,0,-0.8586237,-1.518063,3.264318,2.6386,2.315796,3.988189,2.208652,-2.698318,2.277134,12.39684,1.947531,0.004088609,1.729207,8.197371,1.870451,0.3162836,1.890949,-0.8206736,1.304706,2.725145,0.4220312,26.53926,1.525923,8.219667,1.272942,11.51656,1.503668,5.291258,1.352726,2.67303,2.295243,0,1.214277,12.76755,3.029328,0,0,-9999,0,-9999,0,46.8351,27.17378,5.49262,3.713305,4.858767,5.445867,0,0,3.971219,4.135447,8.189651,4.575559,16.68802,4.497183,4.986619,1.712883,14.24748,4.893951,3.097422,4.601979,4.042521,4.7969,3.513145,0.7131937,31.23124,2.623153,10.33278,2.097629,11.66051,2.492587,5.536011,1.786801
rf0291,0,-0.7908406,0,-0.7908406,2.363,3.690705,2.102217,2.63721,5.710095,2.21486,-2.506587,2.416351,15.09136,2.177462,5.33021,2.130348,17.36711,2.212343,0.5398495,1.787264,3.092851,1.426688,4.803537,0.4690142,53.83286,1.923642,14.48858,1.414653,22.0235,1.850348,13.59796,1.748124,-1.17345,1.703117,0,1.118418,16.63244,2.399651,0,0,0,0,88.89582,17.53946,0,0,9.124223,6.503136,11.32709,5.423103,0,0,7.737911,6.818136,0,0,23.76181,5.251186,8.113132,1.439336,23.18038,4.11239,2.577904,5.422402,8.435739,4.487168,5.5647,0.8388438,62.68025,2.996899,16.36676,2.467188,26.58902,3.780555,14.29643,3.197799
rf0341,-183.2376,484.0397,10.75946,13.32314,2.047097,3.625678,4.184824,2.290823,12.0248,2.400449,1.975359,2.349332,17.65441,1.895802,0.09578905,1.900721,7.837479,2.004635,0.3734943,1.930434,2.207617,1.615056,10.87225,0.6302024,74.5246,2.057441,32.79322,1.900834,12.46417,1.689234,7.866448,2.02051,3.1241,2.450374,-85901.57,2699480,7.450988,1.71724,0,0,134.1339,129.5655,34.6309,56.28754,0,0,45.32139,14.99604,65.19502,13.89098,6.17813,10.71788,10.36005,4.529989,0,0,82.85934,12.51298,5.999842,2.417136,17.1424,6.906104,6.674368,6.391636,6.152812,5.104456,20.41083,1.643154,130.4816,5.041203,60.03185,4.832807,14.44937,3.927065,9.153763,5.463379
rf0377,437.8122,26.10313,257.7863,23.52342,123.7787,7.861675,81.38847,7.563917,147.2015,8.04097,-13.14751,7.55914,334.3353,9.744089,113.3775,8.955203,448.4004,9.932734,-14.53237,8.714749,398.3669,11.09828,456.839,5.345025,1193.995,17.15691,1377.932,16.12181,457.6487,12.48372,433.3346,12.33014,10.74733,10.22851,617.4705,105.1216,498.656,12.13435,0,0,92.60674,78.90977,2211.504,120.949,255.429,35.28815,119.639,24.33311,412.0038,34.79348,7.818612,30.14675,0,0,0,0,1070.558,40.45019,392.6442,14.49337,1121.84,41.40962,0,0,863.2379,36.34913,941.9786,16.93661,2184.741,51.9413,2770.525,49.81357,738.4245,42.02649,774.9468,45.36031
rs0034,0,-0.8992988,0,-0.8992988,6.181531,3.043709,-0.6376894,1.934367,5.016054,1.707073,0.4696142,1.706362,7.036187,1.301122,2.550868,1.314898,7.183011,1.432853,2.759949,1.384955,1.389651,1.000904,0.6574715,0.293128,18.57856,1.035724,1.983086,0.8841408,6.72641,1.786114,3.875534,0.9659267,0.8107851,1.00833,0,1.271801,8.367065,1.799326,0,0,0,0,0,0,8.959715,5.439504,1.465018,62.80225,4.560459,2.979887,1.626727,3.835256,0,0,0,0,6.850791,2.11375,3.726768,1.094141,10.64791,3.126116,3.021855,3.207352,2.125992,1.620975,1.066219,0.8073119,18.41588,2.11545,3.135937,2.374447,6.346381,2.03827,4.507267,1.680663
rs0833,0,-0.7234374,0,-0.7234374,121.8372,15.27437,453.0494,11.07728,841.2842,13.6017,-4.095352,8.95753,1983.003,21.03374,633.0842,13.11377,1912.046,22.82014,267.4051,7.346457,106.9557,7.309357,686.8149,6.122188,7827.047,64.02821,2071.592,18.46591,1076.891,15.14118,826.1369,13.336,174.6168,7.544737,0,1.023095,1911.261,22.81411,0,0,109.1519,47.00242,2.62E+21,4.53E+15,194.1725,43.8452,603.5161,26.91693,1093.083,43.81165,0,0,3.695309,161.6944,243.4023,2031.814,2707.916,80.30479,888.955,26.3234,2539.871,75.20972,326.6496,17.68553,133.4852,17.96016,932.3199,21.08402,11030.91,216.4378,2742.117,62.01183,1401.919,36.10112,1079.767,32.6357
rf0698,0,-0.7247429,0,-0.7247429,2.771723,2.674638,4.711132,1.947823,4.697327,1.484299,1.200512,1.497125,11.58766,1.16203,8.490406,1.183579,23.63938,1.430796,-0.3852521,1.257072,1.139089,0.8909969,0.6782872,0.2372636,37.47723,1.10438,2.045871,0.7156409,4.068875,0.8057967,4.207843,2.133571,1.336939,7.795398,0,1.024941,23.302,1.427285,0,0,0,0,0,0,0,0,5.33376,3.734189,6.555603,2.791822,7.011595,4.752147,2.700318,2.851924,2.201128,4.602065,17.63635,3.428186,11.28482,0.8695443,32.24236,2.484412,6.10062,5.80397,4.276476,2.945961,0.8295241,0.4717388,45.02508,2.019112,2.439777,1.387467,6.51896,2.036908,6.328061,3.163158
rf0041,0,-0.8397301,0,-0.8397301,-2.533374,3.526235,6.069798,2.940515,17.13876,2.694202,-1.721997,2.157987,32.55446,2.182193,22.21461,1.596461,80.29714,2.320022,-1.65912,2.04853,0,-0.8397301,0,-0.8397301,0,-0.8397301,0,-0.8397301,0,-0.8397301,0,-0.8397301,6.973701,2.798328,0,1.187558,80.25446,2.319509,0,0,0,0,0,0,0,0,12.19223,6.98388,25.34059,6.642027,0,0,72.76364,24.06608,13.16751,40.85757,38.49496,3.601705,30.92252,1.098818,88.35006,3.139479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rf0225,0,-3.97E+07,0,-3.97E+07,2.70E+09,1.65E+08,2.59E+09,1.60E+08,5.12E+09,1.55E+08,3.93E+08,1.38E+08,1.11E+10,1.70E+08,1.18E+10,1.73E+08,3.68E+10,3.62E+08,1.27E+09,9.07E+07,7.15E+08,7.45E+07,5.94E+08,2.16E+07,3.51E+10,4.17E+08,1.79E+09,6.50E+07,3.69E+09,9.77E+07,2.60E+09,7.58E+07,7.46E+08,6.88E+07,0,5.61E+07,3.68E+10,4.01E+08,0,0,0,0,0,0,0,0,84.39835,0,108.3249,6.537667,11.94347,4.863771,0,0,8.469193,7.07062,0,0,283.9169,3.154522,811.1912,9.01292,0,0,0,0,15.69252,1.666307,797.0736,20.83332,46.15447,4.900903,118.8153,8.078305,0,0
rf0207,0,-0.7380877,0,-0.7380877,5.581644,3.262418,18.5727,2.713686,25.03327,2.538718,-1.609175,2.370774,45.49431,1.921873,26.83892,2.054467,75.80056,2.371004,5.975001,1.528667,4.358701,1.287347,5.221794,0.3925277,123.3284,1.921226,15.75014,1.183953,28.14018,1.288994,17.253,2.70004,-14.27422,8.825816,0,1.043814,74.21154,2.42515,0,0,37.16216,100.5084,151.7566,54.39828,14.99536,9.528862,17.58607,4.629833,27.24579,5.317725,0,0,0,0,0,0,56.144,4.030806,32.66014,1.296875,93.3147,3.705357,8.26173,3.595185,6.933221,3.072436,7.83736,1.055909,151.1561,3.485413,23.05106,3.105615,35.93401,2.542851,24.82921,4.09083
rs1345,66.64336,9.220982,74.92214,7.168882,2.282671,3.760677,30.29201,2.884174,59.42894,2.891545,-2.89454,2.58704,121.4069,3.222713,17.02844,2.387334,52.61456,2.752196,15.85883,2.403998,10.79861,2.081307,69.60601,1.160982,544.2833,5.915151,209.9478,3.501785,104.2766,3.116355,70.66405,2.817621,6.794066,2.251857,146.9206,12.0486,51.39248,2.993377,0,0,720.6945,105.0657,180.1519,66.02366,85.19745,73.9792,133.2318,21.51439,210.7383,18.912,0,0,0,0,0,0,405.575,19.08252,56.4188,4.830129,161.1966,13.80037,46.95898,11.404,30.16188,9.474276,184.3479,6.114137,1395.641,34.2271,542.1998,17.98276,263.848,13.826,180.4028,12.41504
rs0035,0,-0.7075438,0,-0.7075438,141.765,4.561671,161.0305,3.512267,277.196,3.703409,18.49779,2.256907,591.0688,4.693003,697.8231,5.745743,2183.818,14.35034,67.92269,1.926635,29.32975,1.254186,31.64682,0.4671559,1753.5,9.365193,95.45411,1.409049,172.6123,2.213535,124.7033,1.772771,43.98524,1.622778,0,1.000618,2208.128,14.5571,0,0,0,0,0,0,223.8941,10.44985,206.5567,7.171116,356.3239,7.578433,28.25519,5.530476,0,0,2.622604,6.351452,762.6699,7.921801,955.6586,5.70744,2730.453,16.30697,82.15775,4.073195,40.14024,3.191837,47.23063,1.228725,2296.748,16.04895,138.9136,3.613897,243.1958,4.436109,175.9884,3.818226
rs0018,0,-0.9877434,0,-0.9877434,-14.98056,8.569608,28.07916,8.283401,62.26932,8.039334,-12.66854,7.378114,48.0839,7.819704,2.689371,6.963384,55.39838,7.551082,-16.03669,6.875091,9.872572,6.934422,19.5651,2.530657,90.60249,8.551033,59.01286,7.633038,47.7161,7.626856,20.52225,7.330474,-23.77496,7.26231,0,1.39688,58.82931,9.309217,0,0,308.4229,352.7928,229.466,107.9955,0,0,75.95273,19.82595,138.175,22.52651,0,0,20.41331,26.94313,0,21.36465,125.5733,17.29117,18.04957,4.97626,51.57021,14.21789,0,0,0,0,22.77975,4.487082,93.78603,16.82154,66.99926,13.1973,24.26,10.31889,9.171185,11.01378
rf0611,0,-0.7534617,0,-0.7534617,1.611808,2.060099,2.367949,1.675341,0.02495116,1.539469,-0.2554251,1.860974,9.599149,1.438111,6.737738,1.336888,23.81211,1.591033,2.857869,1.254035,0.1902117,0.8745926,0.3630128,0.2667846,33.08463,1.19335,1.09493,0.804683,5.886437,1.018995,2.889348,0.9851516,0.5903413,1.062512,0,1.065556,23.83423,1.611597,0,0,18.52103,68.49287,15.45039,7.624274,0,0,12.67554,9.115781,1.672324,18.51352,17.93628,20.33486,0,0,0.8952904,11.59607,12.07006,2.222955,9.880121,0.8120323,28.22892,2.320092,3.527849,3.172704,1.899052,2.241105,0,0,40.84029,1.997174,0,0,8.214331,1.789466,3.379498,2.882192
rf0783,34.31725,20.20182,35.26121,5.916101,1.338326,2.949338,8.870211,2.131712,12.36339,1.728774,1.715731,1.640159,17.165,1.524073,12.25216,1.417623,36.45021,1.714224,3.67755,1.361165,2.84284,0.9497791,1.233566,0.3141207,55.62197,1.474658,3.720721,0.9474593,12.83667,1.421682,8.127798,1.130443,0.4836393,1.111709,69.58028,41.26884,36.45021,1.754048,0,0,15.34651,18.59658,60.25383,18.45436,6.340399,5.928249,8.408159,3.307501,12.87406,2.592268,1.942515,3.630215,6.759228,22.21968,8.898305,9.29336,19.42638,3.791126,15.24614,1.481703,43.56041,4.233438,5.825021,3.411605,1.545296,2.233432,1.418985,0.764975,64.5006,5.204241,4.173487,2.249926,17.55523,3.246992,9.944683,2.135572
rf0443,0,-0.9331887,0,-0.9331887,2.033011,4.049498,5.121837,3.888956,5.312338,3.257895,-3.472459,3.23168,6.123821,2.558372,4.127529,2.419097,9.637301,2.594343,-0.5010389,2.302264,2.592269,1.548514,1.352411,0.4574867,32.14739,1.924824,4.079183,1.379884,9.650023,1.548378,4.531744,1.466111,-0.5375931,1.601225,0,1.319728,17.66003,4.361789,0,0,0,0,0,0,0,0,8.546677,8.458141,7.106054,5.51547,0,0,3.339379,9.423886,0,0,7.470417,1168.969,4.889262,1.646482,13.96932,4.704235,0,0,1.82873,7.915313,1.418015,0.6689256,26.8081,2.114026,4.170633,1.967428,9.126529,3.237341,4.890613,435.3969
rs1053,0,-0.7302427,-400848.6,1243363,66.64263,5.281757,68.5814,3.430552,126.9547,3.572621,9.763042,2.58724,258.1292,4.343422,233.8534,4.163749,682.1924,8.20245,24.63052,1.966554,16.68965,1.585179,20.30688,0.580509,769.1251,6.868842,61.25023,1.750947,0,-0.7302427,0,-0.7302427,19.596,1.795515,-9.85E+07,5.57E+11,682.2347,8.204005,0,0,656.4271,79.63271,716.2172,91.47929,115.2267,18.13951,117.6723,12.71434,215.2492,20.44921,15.39429,2441.506,0,0,2.08416,45047.96,414.7881,35.11535,374.3894,28.58222,1069.684,81.66348,36.78889,5.238314,30.94637,4.854458,31.8247,2.355146,1170.155,76.40195,93.60206,6.926899,0,0,6.748754,1976.735
rf0555,0,-0.7722959,0,-0.7722959,60.14751,4.73521,45.29099,3.516073,95.79413,3.259475,3.358288,2.330114,177.2697,3.303462,190.9616,3.52289,573.7282,6.349045,20.84612,1.867917,13.02973,1.477983,9.99044,0.4446538,535.3865,5.043609,30.13347,1.341177,60.15181,1.734394,37.88243,2.176548,2353.542,4747.9,0,1.092191,574.033,6.352763,0,0,0,0,5.79E+14,0,93.7448,15.67046,64.5702,9.766205,133.6007,16.02827,5.595961,6.196364,0,0,0,0,240.8902,23.85081,263.9103,22.63789,754.0294,64.67969,29.59254,5.086687,21.36449,4.099111,14.10124,1.440042,710.9603,48.41022,41.47423,4.235416,82.41154,6.616181,56.62893,5.934663
rf0772,0,-0.8628502,0,-0.8628502,60.74446,5.096313,46.76326,3.596632,79.27712,3.26384,14.90255,2.536289,172.924,3.57599,265.0943,4.767191,794.8041,9.912424,15.09767,1.71351,7.349073,1.239025,2.10048,0.3399714,510.5804,5.124473,6.335534,1.025431,28.67213,1.425118,20.5926,1.19794,7.944932,1.254388,0,1.220254,795.4682,9.931347,0,0,0,0,651.5269,919.4432,61.4599,6.810563,48.82355,5.591419,85.50226,4.948077,16.95868,4.559399,5.95287,10.93839,0,0,181.4276,4.88104,282.8975,3.593102,808.2787,10.26601,13.88219,2.43201,8.67507,2.147667,3.158068,0.6445993,547.5153,6.053928,9.288437,1.89588,32.96917,2.327462,24.89397,2.420422
rs1293,0,-0.8228284,0,-0.8228284,5.034535,5.475072,16.5129,3.373259,38.30017,3.070448,-1.922304,2.868869,100.005,3.289103,24.67161,2.683384,58.92308,2.980892,12.89865,2.466414,15.74265,2.038023,40.83167,0.9514692,464.7382,5.757052,123.1577,2.869848,107.2752,3.205817,75.31425,2.934072,1.741943,2.301784,0,1.163655,56.29216,3.152112,0,0,1.27E+17,2.58E+12,0,0,32.53909,13.66186,72.84267,21.54804,131.8831,22.71949,0,0,0,0,0,0,260.4753,13.72196,45.68725,2.232325,130.535,6.378071,46.69298,18.54995,34.58619,6.357865,86.35791,2.967407,936.9702,14.79436,253.9939,8.727667,208.5779,7.417658,152.8002,7.49882
rs1217,0,-0.7130617,0,-0.7130617,4.213644,2.775132,10.08793,2.248397,16.83433,2.101577,2.629387,2.366399,26.15491,2.186112,3.903913,2.147482,11.23666,2.207438,1.497096,2.209893,1.595761,1.959725,13.80386,0.8056536,97.60675,2.76105,41.63562,2.430035,19.7016,2.716205,8.834681,2.209507,-3.730529,2.285611,0,1.008422,12.73665,2.90001,0,0,0,0,1086.479,1320.727,13.08378,26.24518,40.57927,15.1605,74.83469,13.74496,3.952497,35.82269,0,0,0,0,91.63636,12.31172,13.80492,3.907017,39.44263,11.16291,80.97323,43.86221,4.926194,4.976999,32.32911,2.687263,216.5925,9.11224,95.0856,7.903713,35.57495,9.867031,13.88168,16.05466
rs1026,0,-0.7080938,0,-0.7080938,13.15792,3.124243,13.25105,2.17096,26.71907,1.881549,-1.823074,1.775653,58.36214,1.786097,41.923,1.757661,122.2558,2.407281,6.645999,1.405174,7.089617,1.043784,3.803407,0.3271612,185.4499,2.284468,11.47195,0.9867926,27.76189,1.20877,22.97657,2.312842,45611.98,42926.21,0,1.001396,121.8117,2.419081,0,0,96.67355,212.6,348.9633,54.24795,83.09903,21.74028,33.08704,8.234514,57.81436,6.870524,0,0,3.580081,18.17883,9.11517,20.49545,116.3288,7.647899,80.91734,4.221396,231.1924,12.06113,13.09772,4.969432,15.50591,4.265042,7.356122,0.9866309,324.3941,12.64151,21.63565,2.901855,50.90658,4.204981,32.3119,3.908707
rs0853,0,-0.8205011,0,-0.8205011,-3.78382,2.404863,2.42134,1.714051,7.874915,1.513574,-1.393369,1.581676,16.78122,1.369246,3.136776,1.3024,10.17773,1.352305,3.703933,1.459383,0.5913091,0.9978439,3.951027,0.3453276,57.19114,1.38118,11.91721,1.041587,15.44644,1.530014,13.57527,1.151473,0.7855363,1.152767,0,1.160364,10.89634,1.646836,0,0,-9999,0,25.31807,16.13132,0,0,7.075998,24.76705,15.89551,4.857959,0,0,0,0,0,0,37.22937,5.926442,6.762117,1.682138,19.32034,4.80611,8.705601,11.38935,3.021715,3.748141,6.820522,1.044264,88.78017,3.985528,20.06036,3.071365,25.33873,4.710293,21.97841,2.975433
rs0482,2.13E+07,8.13E+07,-9646.909,15827.85,-3.703263,5.013589,-1.261687,2.457463,-2.011378,2.861771,5.811392,2.604831,7.021627,1.831377,0.1417234,2.020887,5.371945,1.919516,1.424864,1.609876,0.9887823,1.296134,1.350299,0.4179848,13.77321,1.342061,4.072814,1.260737,4.233217,1.942887,7.086342,1.57402,2.520758,1.857082,1763.189,482113.9,4.870911,1.924729,0,0,0,0,31.95808,20.88324,0,0,0,0,0,0,8.871721,5.944217,3.713438,5.045825,3.982668,6.612802,12.27791,5.355629,2.168193,1.454315,6.194838,4.155186,4.203497,4.115544,2.044266,2.813062,1.942979,0.7961542,15.85548,3.040895,5.714643,2.34163,4.907454,4.862939,9.491713,4.103539
rs0003,924054.9,334562.8,-469.1223,342.9956,88.28158,7.942642,175.5482,5.784466,297.2015,6.221602,4.377254,4.157527,663.1766,8.279652,322.2903,6.159289,940.548,11.11489,84.77878,3.371414,60.3175,3.091213,142.1441,1.817737,2306.4,18.60893,428.7395,5.482708,396,6.314382,278.5188,5.197917,51.64106,3.478133,38332.38,80127.36,943.7227,11.13173,0,0,1934.181,178.8096,3862.5,237.6801,364.8281,44.15325,442.0718,25.61447,658.7547,33.49074,0,0,9.669591,13.43506,0.2445595,14429.39,1358.707,58.75772,641.0794,24.03302,1831.656,68.66578,153.2452,11.09836,118.2458,8.910177,263.6056,7.784956,4166.864,121.8118,775.3106,22.89693,711.2352,26.3122,505.0235,18.35943
rs1060,0,-0.7327452,1534491,138661.8,317.4626,7.972015,220.7867,5.060418,384.1453,5.951856,41.18033,2.957113,866.3793,9.230071,1375.256,11.80986,3983.634,33.74309,100.8754,2.434506,48.71382,1.740584,34.57517,0.6324872,2817.188,22.86594,104.2867,1.907726,213.1573,3.284545,150.9505,2.829395,72.53776,2.237256,87554.24,1.50E+07,4010.933,34.28304,0,0,1083.923,118.7974,1383.978,141.3911,481.2394,54.38451,304.9248,29.81058,534.6873,51.64233,55.21625,8.646859,11.47874,7.07322,11.28416,5.462741,1191.027,117.5159,1887.662,156.5233,5393.321,447.2094,138.6264,11.19536,64.54873,5.175882,50.39548,3.385928,3874.515,272.9358,148.222,9.958613,294.2359,21.30615,213.5088,13.93077
rs0921,0,-0.7628797,0,-0.7628797,-0.316972,3.664869,15.14558,2.727554,26.95185,2.596733,2.179466,2.718149,64.67726,2.731988,10.027,2.383245,18.94511,2.403643,6.72298,2.284898,6.41555,2.030881,30.34413,0.9262984,237.6197,3.830637,91.5249,2.793927,44.92028,2.636565,30.74388,2.532861,0.7121933,2.458804,-8394.865,225550.6,18.40106,2.696335,0,0,0,0,4.41E+10,0,64.74706,59.8627,60.76762,15.93415,69.31404,10.70534,0.4746702,610.4294,0,0,6.078443,15.61587,159.5522,12.22752,17.47156,3.121885,49.91875,8.919671,16.91107,8.484589,15.8631,7.384147,61.47512,3.110104,447.3783,12.11205,180.8092,9.147364,74.92345,7.721418,53.79767,6.37578
rs0516,0,-0.8103225,0,-0.8103225,30.92789,3.597898,61.75201,2.679869,104.4455,2.683974,6.035782,1.952407,232.0499,3.021316,150.9701,2.572816,471.3947,4.405559,29.26215,1.778679,17.83638,1.324186,35.95898,0.549397,781.4862,5.228869,108.4606,1.657106,118.8512,2.060642,83.54801,1.643205,22.45164,1.387443,0,1.145969,473.479,4.411522,0,0,1416.023,0,0,0,31.16504,6.280193,88.8802,8.808087,126.0638,10.29382,12.12805,6.085326,0,0,4.420839,7.561402,268.4228,16.27622,180.268,10.39536,515.0514,29.70103,31.90996,4.266308,21.76471,2.581637,42.64402,1.939312,894.2164,35.78933,125.4236,5.703858,139.675,6.212612,101.8937,5.242623
rs0087,0,-0.6324732,0,-0.6324732,80.80643,6.713567,449.581,7.981253,841.6981,10.52338,9.797898,4.6793,1913.474,18.11115,544.0801,8.850574,1633.932,17.08785,242.6653,4.716659,107.2733,4.315092,478.6726,3.854429,7060.633,54.02249,1443.787,11.62584,1002.602,11.06639,725.5233,9.379217,125.2642,4.47952,0,0.8944521,1642.564,17.18969,0,0,5495691,1.43E+08,0,0,207.2982,18.67899,928.0755,31.78806,1704.811,49.07474,0.6166642,352.0292,13.6068,13.41013,0,0,3670.052,106.9741,1053.899,29.50841,3011.14,84.30974,425.1838,16.20913,198.8006,12.24526,876.6589,19.88468,12971.76,241.0074,2578.409,58.48435,1797.772,41.74465,1298.592,31.01205
rs1326,22.907,12.71193,20.36996,7.226891,7.860239,4.206407,15.3221,3.012957,18.30889,2.745027,5.544925,2.939482,44.26114,2.761414,9.245071,2.526427,9.079651,2.396288,6.182291,2.18882,2.526001,1.852421,20.30174,0.7957125,165.1112,3.163974,61.23473,2.40005,27.17676,2.200461,22.4425,2.117738,0.6029547,2.061742,49.22476,18.48061,10.65116,2.922428,0,0,67.0967,41.84167,23.59205,29.05443,21.9791,13.3376,24.23736,6.901268,24.51343,5.323831,6.633636,5.12488,6.005468,7.630966,0,0,52.80722,5.979072,7.596508,2.448991,21.70431,6.997118,13.35272,5.163703,3.500221,4.476477,23.21314,1.395183,179.681,5.296842,68.27395,4.103479,26.21463,2.768181,21.36448,3.046909
rs0545,0,-0.7709589,0,-0.7709589,14.5029,3.638447,7.800596,2.336191,16.65495,2.126097,-0.9908176,1.993632,42.70219,2.030519,37.03277,2.0631,103.4401,2.732671,5.779099,1.634631,5.251345,1.164064,2.187348,0.3374117,129.7179,2.211107,6.597547,1.017711,20.38377,1.309302,30.56059,8.331925,10.84768,15.78891,0,1.090301,103.4859,2.757416,0,0,0,0,1.25E+36,1.13E+30,16.0192,0,14.57158,0,20.34213,0,0,0,0,0,1.233325,0,46.08775,0,39.92931,0,114.0837,0,5.225427,0,6.635634,0,3.001777,0,144.7544,0,8.828755,0,25.96704,0,16.42737,0
rs0682,0,-0.7703417,0,-0.7703417,-7.795889,6.335891,4.784513,4.790551,11.12153,4.046529,-4.263786,4.499375,3.267127,3.39842,29.41498,5.00639,-2.189205,3.49553,0.09729893,3.484005,-4.072244,3.206093,0.273421,1.04683,18.40257,2.983543,0.824701,3.157478,0.8295732,3.704905,-2.794185,3.467333,-4.719385,3.546798,0,1.089428,-2.073649,3.498906,0,0,0,0,3.27E+08,2.98E+09,0,0,18.75985,17.82788,12.85912,34.33485,0,0,8.695146,17.5883,0,43.30452,13.74876,19.74176,4.688167,7.150009,13.39476,20.4286,5.270699,19.78575,0,0,9.979568,25.27261,6.314153,15.46826,29.35167,74.33121,0,0,0,0
rs0683,0,-0.7727714,0,-0.7727714,3.744513,3.2238,3.230784,2.231377,2.400185,2.109961,-3.934832,2.124429,4.198586,1.723095,5.102475,1.654925,-2.931486,1.731321,-0.3902042,1.632069,1.785702,1.325701,-0.1331715,0.3528163,2.005569,1.015285,-0.401676,1.064174,-0.7059189,1.133073,-2.588201,2.732964,33.96572,22.7751,0,1.092864,-2.828015,1.724197,0,0,0,0,0,0,0,0,8.165645,6.930466,22.23633,11.12427,0,0,6.609888,0,0,0,14.9612,5.021594,4.487837,10.69605,12.82239,30.56014,0.6117178,5.256293,2.789009,19.91483,1.290756,0.9761854,0,0,3.79634,2.871133,0,0,0,0
rs0798,0,-0.7514235,0,-0.7514235,56.42144,6.038651,153.4974,4.931414,322.3417,6.14963,15.188,4.760335,778.9567,9.467154,215.4452,6.156761,644.0473,9.454166,101.8637,4.725736,166.8611,5.93014,619.562,5.032197,3439.817,27.70111,1868.742,15.17825,711.2396,10.50989,650.893,10.03736,60.77396,5.552384,0,1.062673,640.7256,9.535014,0,0,0,0,1.80E+13,2.82E+10,331.7646,57.44878,672.3503,35.96992,1265.097,47.8816,43.48534,33.04115,15.77146,125.799,4.66012,69.25342,2641.246,74.15765,733.1927,23.49588,2094.836,67.1311,292.8017,23.95085,453.6132,30.51807,1650.499,31.48051,8890.879,179.6429,4854.409,92.58975,1857.509,48.53382,1665.293,50.13839
rs0988,-2.41E+07,6.26E+07,298145.7,596079.9,-16.67723,6.166149,21.65929,7.050247,48.0146,8.002821,-17.82244,7.843191,64.23512,9.504325,9.895653,9.175852,64.17977,9.384384,-20.12838,9.583087,12.00182,10.92546,38.75741,4.361942,124.7011,13.63851,116.9013,13.15661,37.1772,12.05454,23.97006,12.22075,-22.29522,11.82391,0,1.044747,69.59974,11.42832,0,0,0,0,458.0806,79.69081,0,0,0,0,166.2249,36.32078,0,0,6.452012,42.60492,14.86206,31.2967,559.439,92.18647,19.37211,27.75484,55.34889,79.29955,0,0,25.06165,25.06268,78.9034,13.70244,230.9516,41.30101,232.0688,40.30128,20.4973,29.95764,30.26817,26.04871
rs0494,-9.40E+09,1.31E+10,409238.1,356385.3,7.073592,5.603792,17.59511,3.81404,31.47994,3.521591,5.401956,3.885044,55.1617,3.571031,13.21028,3.441047,16.01582,3.425776,1.590112,3.318536,8.305889,3.095634,24.76488,1.27852,194.7362,4.690686,74.69659,3.856308,40.85135,3.930896,28.50203,3.558296,-2.259557,3.371714,2620865,861911.5,15.21187,2.915324,0,0,266.9987,292.4117,77.34451,313.4626,0,0,77.72225,20.57816,98.75501,14.68624,0,0,0,0,0,0,147.3073,12.18556,15.58639,3.421181,44.53254,9.774804,61.8863,23.75776,14.9713,9.436566,44.72024,3.403268,337.6187,11.0805,131.5301,10.00961,55.12961,9.406299,39.60928,9.245548
