name,specobjid,ra,dec,plate,mjd,fiberid
rs0364,6.53065E+17,165.21147,4.3915756,580,52368,158
rs0362,6.53067E+17,165.09823,4.1965598,580,52368,165
rs0363,6.53068E+17,165.15281,4.1983205,580,52368,169
rs0361,6.53071E+17,165.07988,4.1718774,580,52368,179
rs0356,6.53094E+17,164.56776,4.5835747,580,52368,262
rs0358,6.53094E+17,164.62826,4.6310034,580,52368,263
rs0357,6.53098E+17,164.57486,4.660694,580,52368,276
rs0348,6.53105E+17,163.35842,4.5040265,580,52368,302
rs0353,6.53108E+17,163.96962,4.4650659,580,52368,313
rs0351,6.53109E+17,163.89961,4.3775472,580,52368,315
rs0399,6.54156E+17,167.78161,4.3378589,581,52356,29
rs0396,6.54159E+17,167.68691,4.8464708,581,52356,40
rs0392,6.54171E+17,167.27831,3.9278259,581,52356,83
rs0391,6.54188E+17,167.26896,4.7758935,581,52356,145
rs0390,6.54191E+17,167.14133,4.8318856,581,52356,157
rs0389,6.54195E+17,166.83356,4.5421631,581,52356,170
rs0387,6.54198E+17,166.67268,4.4446252,581,52356,183
rs0385,6.542E+17,166.57821,4.462972,581,52356,190
rs0388,6.54202E+17,166.68863,4.863989,581,52356,197
rs0386,6.54203E+17,166.58006,4.636949,581,52356,199
rs0377,6.54209E+17,166.38688,4.197879,581,52356,222
rs0381,6.5421E+17,166.49909,4.5140957,581,52356,227
rs0378,6.54213E+17,166.41709,4.6126916,581,52356,236
rs0382,6.54213E+17,166.5098,4.4293677,581,52356,238
rs0383,6.54214E+17,166.54545,4.3360901,581,52356,240
rs0394,6.54311E+17,167.54582,4.9782473,581,52356,592
rs1261,6.55285E+17,212.88785,4.4816795,582,52045,40
rs1260,6.55292E+17,212.59376,4.015538,582,52045,67
rs1400,6.5536E+17,210.55508,4.0951124,582,52045,312
rs1259,6.55424E+17,212.19485,4.9097847,582,52045,547
rs1269,6.56443E+17,213.94826,4.1601534,583,52055,158
rs1267,6.56449E+17,213.84884,4.4085059,583,52055,178
rs1266,6.56534E+17,213.797,4.8221645,583,52055,487
rs1265,6.56535E+17,213.80018,4.8720657,583,52055,492
rs1268,6.56538E+17,213.85529,4.9340296,583,52055,502
rs1270,6.57676E+17,216.07293,4.6995647,584,52049,548
rs1409,6.59779E+17,220.58867,3.2708371,586,52023,7
rs1407,6.5979E+17,220.15939,3.3564206,586,52023,47
rs1279,6.59792E+17,220.15402,3.4646986,586,52023,54
rs1278,6.59799E+17,220.02748,3.8736625,586,52023,77
rs1405,6.59856E+17,218.38955,3.2746546,586,52023,287
rs1277,6.59927E+17,219.78768,4.5517708,586,52023,545
rs1408,6.6097E+17,220.37299,3.1951699,587,52026,241
rs1281,6.61077E+17,222.34834,4.231091,587,52026,632
rs1294,6.62036E+17,224.64137,3.5185034,588,52045,24
rs1292,6.62039E+17,224.37712,3.7757767,588,52045,34
rs1288,6.62042E+17,223.88744,3.0371711,588,52045,48
rs1287,6.62057E+17,223.80664,3.6119677,588,52045,102
rs1283,6.6214E+17,223.28785,4.8510761,588,52045,404
rs1291,6.62191E+17,224.22978,4.2051039,588,52045,588
rs1293,6.63238E+17,224.53469,3.4233059,589,52055,303
rs1296,6.64344E+17,227.65306,3.3089495,590,52057,228
rs1297,6.66607E+17,230.94154,2.6702744,592,52025,270
rs1298,6.66649E+17,230.94602,4.2613105,592,52025,422
rs1302,6.66681E+17,231.71606,3.597393,592,52025,538
rs1303,6.66697E+17,231.73601,4.0735366,592,52025,598
rs1305,6.67797E+17,233.39873,3.8751342,593,52026,505
rs1310,6.68882E+17,235.08436,3.63425,594,52045,354
rf0428,7.5781E+17,336.32178,-0.90887949,673,52162,288
rf0433,7.58892E+17,339.34677,-1.025169,674,52201,128
rf0435,7.60035E+17,341.10153,-0.16210893,675,52590,190
rf0437,7.60131E+17,341.51767,0.93727449,675,52590,540
rf0440,7.60144E+17,342.01338,0.11507816,675,52590,589
rf0443,7.61198E+17,342.44755,1.0250378,676,52178,327
rf0444,7.61224E+17,343.09417,1.0925406,676,52178,420
rf0452,7.62324E+17,344.32992,1.203534,677,52606,325
rf0460,7.63511E+17,347.32411,0.064340802,678,52884,548
rf0461,7.63518E+17,347.34552,1.0006154,678,52884,575
rf0761,7.64576E+17,347.76637,0.90484048,679,52177,327
rf0762,7.6577E+17,351.35173,0.77001162,680,52200,576
rf0479,7.66764E+17,353.17144,-0.75721032,681,52199,94
rf0474,7.66765E+17,352.99894,-0.80525529,681,52199,99
rf0763,7.66818E+17,351.87725,-0.85406479,681,52199,293
rf0467,7.66869E+17,352.46645,0.14657645,681,52199,478
rf0772,7.67876E+17,355.16008,-0.89190163,682,52525,44
rf0789,7.70156E+17,358.5514,-0.010442041,684,52523,147
rf0784,7.70161E+17,358.26997,-0.59703962,684,52523,164
rf0501,7.70251E+17,358.05609,0.085201964,684,52523,491
rf0001,7.71305E+17,0.013429198,-1.1130411,685,52203,232
rf0797,7.71352E+17,359.77477,0.55013292,685,52203,401
rf0008,7.73519E+17,4.3576073,-0.97847433,687,52518,94
rf0011,7.73646E+17,4.4808229,0.33523211,687,52518,557
rf0016,7.73661E+17,5.1146235,0.83355623,687,52518,610
rf0524,7.7471E+17,5.0747607,1.1145578,688,52203,329
rf0526,7.74731E+17,5.5868449,1.1262685,688,52203,407
rf0027,7.75814E+17,7.1395311,-1.1799221,689,52262,250
rf0535,7.75896E+17,7.9480591,0.55858776,689,52262,548
rf0537,7.75917E+17,8.8724648,0.53198947,689,52262,626
rf0547,7.76872E+17,10.710756,-0.81536916,690,52261,5
rf0036,7.76994E+17,9.6684619,1.1406297,690,52261,448
rf0540,7.77019E+17,9.8058694,0.86410054,690,52261,539
rf0045,7.7704E+17,10.268059,0.90802706,690,52261,616
rf0545,7.78084E+17,10.21879,-0.52518241,691,52199,317
rf0555,7.79146E+17,13.922146,-0.94188374,692,52201,83
rf0554,7.79158E+17,13.564818,-1.0823148,692,52201,129
rf0563,7.80265E+17,16.109223,-0.65964253,693,52254,61
rf0565,7.80268E+17,16.205252,-0.28844339,693,52254,72
rf0081,7.80271E+17,15.807915,-0.71236603,693,52254,83
rf0072,7.80349E+17,14.731111,1.0048435,693,52254,365
rf0105,7.80423E+17,16.498329,0.26887902,693,52254,633
rf0568,7.81425E+17,16.747575,-0.59609283,694,52209,185
rf0569,7.81428E+17,16.766364,-0.036141116,694,52209,196
rf0574,7.81433E+17,16.919931,-0.80505536,694,52209,211
rf0570,7.81435E+17,16.788929,-0.65002998,694,52209,219
rf0091,7.81454E+17,16.061711,-0.84478862,694,52209,288
rf0572,7.81488E+17,16.847603,1.0022875,694,52209,412
rf0571,7.81489E+17,16.827523,0.93421801,694,52209,418
rf0108,7.81492E+17,16.616434,0.65010867,694,52209,428
rf0106,7.81494E+17,16.529919,0.77604264,694,52209,434
rf0141,7.81547E+17,18.261838,0.67795081,694,52209,629
rf0136,7.82575E+17,18.177512,-0.24550002,695,52202,271
rf0140,7.82576E+17,18.251951,-0.2604383,695,52202,275
rf0132,7.82581E+17,17.963747,-0.63035526,695,52202,292
rf0129,7.82599E+17,17.898055,0.4625514,695,52202,359
rf0147,7.82613E+17,18.655757,1.181494,695,52202,410
rf0155,7.82648E+17,19.149815,1.20234,695,52202,537
rf0166,7.83691E+17,20.319157,-0.54449578,696,52209,234
rf0585,7.83744E+17,20.490834,0.57391896,696,52209,429
rf0174,7.83752E+17,20.872359,1.2180066,696,52209,456
rf0589,7.83753E+17,20.989414,1.1056186,696,52209,459
rf0236,7.84776E+17,23.177209,-1.1004991,697,52226,85
rf0227,7.84813E+17,22.616963,-0.72988964,697,52226,220
rf0218,7.84813E+17,22.00774,-0.66919985,697,52226,221
rf0223,7.84823E+17,22.360814,-1.1997428,697,52226,259
rf0213,7.84831E+17,21.899608,-1.1050976,697,52226,287
rf0606,7.84832E+17,21.745217,-1.1131861,697,52226,289
rf0607,7.84842E+17,21.811534,1.028151,697,52226,327
rf0247,7.84925E+17,23.786588,0.71774634,697,52226,628
rf0257,7.85911E+17,25.220428,-0.21375627,698,52203,120
rf0255,7.86021E+17,24.821581,0.3394943,698,52203,519
rf0259,7.87057E+17,26.263764,-0.30157051,699,52202,194
rf0285,7.88141E+17,29.145308,-1.1825752,700,52199,41
rf0287,7.88163E+17,29.27226,-0.46835408,700,52199,120
rf0267,7.88167E+17,28.496593,-0.75023391,700,52199,135
rf0266,7.88189E+17,28.224267,-0.90209732,700,52199,216
rf0265,7.88192E+17,28.101199,-0.28556084,700,52199,227
rf0646,7.8927E+17,30.857681,-0.82054965,701,52179,51
rf0643,7.89372E+17,30.03642,0.46400804,701,52179,422
rf0308,7.90526E+17,32.74218,1.2057787,702,52178,523
rf0314,7.91581E+17,33.231429,-0.46723596,703,52209,265
rf0309,7.91591E+17,32.776704,-0.65504763,703,52209,303
rf0800,7.91632E+17,34.103627,0.89414467,703,52209,452
rf0663,7.91652E+17,34.465137,1.2243766,703,52209,525
rf0670,7.92656E+17,37.043383,0.014491106,704,52205,80
rf0360,7.93792E+17,38.165374,-0.70171698,705,52200,119
rf0690,7.93911E+17,38.108334,0.34021922,705,52200,553
rf0364,7.93914E+17,38.20404,1.163838,705,52200,562
rf0696,7.93919E+17,38.266352,0.64488816,705,52200,581
rf0701,7.93935E+17,38.893785,0.66463497,705,52200,638
rf0381,7.94942E+17,39.37926,-1.1245623,706,52199,206
rf0705,7.95041E+17,40.285364,1.1251871,706,52199,566
rf0723,7.96027E+17,42.407197,-0.8424871,707,52177,58
rf0713,7.96046E+17,41.883182,-1.24632,707,52177,128
rf0393,7.96059E+17,41.720313,-0.45464488,707,52177,172
rf0707,7.96109E+17,40.340832,0.05812701,707,52177,355
rf0737,7.97173E+17,43.251028,-1.1427593,708,52175,130
rf0738,7.97175E+17,43.298732,-0.85645181,708,52175,138
rf0413,7.97178E+17,43.594948,-0.41069666,708,52175,150
rf0733,7.97194E+17,43.148866,-1.2324577,708,52175,207
rf0732,7.97196E+17,43.079714,-0.84822341,708,52175,215
rf0415,7.97293E+17,43.953658,1.0794068,708,52175,567
rs0429,9.4013E+17,169.66529,3.6973912,835,52326,14
rs0425,9.40141E+17,169.55129,3.8038339,835,52326,53
rs0423,9.40141E+17,169.50266,3.8107181,835,52326,54
rs0417,9.40149E+17,169.14373,4.0801402,835,52326,83
rs0418,9.40157E+17,169.20543,4.3613198,835,52326,110
rs0416,9.40167E+17,169.07895,4.1390772,835,52326,146
rs1332,9.40172E+17,168.83209,4.2064905,835,52326,164
rs0409,9.40187E+17,168.60125,4.1602791,835,52326,222
rs0405,9.40189E+17,168.46912,4.2908103,835,52326,228
rs0407,9.4019E+17,168.56848,4.1922656,835,52326,230
rs0403,9.40195E+17,168.33402,3.6203726,835,52326,248
rs0402,9.40196E+17,168.31637,3.6573226,835,52326,253
rs1437,9.40197E+17,168.25798,4.0488718,835,52326,257
rs0404,9.40201E+17,168.43344,4.2405804,835,52326,272
rs0401,9.40206E+17,168.09054,3.7611963,835,52326,289
rs0408,9.40253E+17,168.57515,4.7098044,835,52326,462
rs0406,9.40258E+17,168.47183,4.801718,835,52326,479
rs0453,9.41299E+17,170.53391,4.6928189,836,52376,168
rs0434,9.41328E+17,169.76261,4.4442434,836,52376,275
rs0452,9.41373E+17,170.50473,4.9602362,836,52376,440
rs0521,9.4238E+17,174.11384,3.9753415,837,52642,7
rs0522,9.42382E+17,174.22587,4.1235867,837,52642,15
rs0512,9.42393E+17,173.57166,3.8415034,837,52642,53
rs0517,9.42398E+17,173.78107,4.2209841,837,52642,70
rs0494,9.42434E+17,172.65661,3.7566204,837,52642,203
rs0493,9.42436E+17,172.55182,3.8010336,837,52642,209
rs0495,9.42442E+17,172.72257,4.5337843,837,52642,231
rs0485,9.42446E+17,172.25006,3.8539829,837,52642,246
rs0474,9.42458E+17,171.98496,3.7107886,837,52642,289
rs0481,9.42462E+17,172.17886,4.7841542,837,52642,305
rs0543,9.43517E+17,175.43105,3.7815236,838,52378,46
rs0534,9.43538E+17,175.04962,3.5676493,838,52378,122
rs0536,9.43542E+17,175.07911,4.2694984,838,52378,136
rs0541,9.43546E+17,175.29077,4.6256677,838,52378,152
rs0538,9.43546E+17,175.2139,4.8097992,838,52378,153
rs0533,9.43552E+17,174.91017,4.4655421,838,52378,173
rs0526,9.43587E+17,174.43626,4.0750709,838,52378,300
rs0564,9.44636E+17,177.2303,4.165039,839,52373,20
rs0568,9.4464E+17,177.88336,4.8525048,839,52373,37
rs0561,9.44669E+17,177.00096,4.4881468,839,52373,142
rs0556,9.44679E+17,176.48806,4.7479209,839,52373,177
rs0553,9.44694E+17,175.90291,4.9298282,839,52373,234
rs0588,9.45762E+17,179.39612,4.5559528,840,52374,23
rs0584,9.45765E+17,179.20863,4.842727,840,52374,32
rs0587,9.45765E+17,179.34794,4.5430496,840,52374,34
rs0572,9.45792E+17,178.09801,3.9743762,840,52374,132
rs0570,9.45821E+17,178.04678,4.3565013,840,52374,236
rs0634,9.46882E+17,180.88096,4.1675556,841,52375,2
rs0644,9.46901E+17,180.91277,4.4403984,841,52375,68
rs0622,9.4691E+17,180.73165,4.2340534,841,52375,102
rs0612,9.46911E+17,180.59567,4.3298165,841,52375,106
rs0618,9.46912E+17,180.65136,4.5499441,841,52375,109
rs0589,9.46933E+17,179.68116,4.3615419,841,52375,187
rs0582,9.4695E+17,179.10861,3.766791,841,52375,248
rs0579,9.46968E+17,178.74187,4.6605768,841,52375,314
rs0650,9.48072E+17,180.95313,4.2218215,842,52376,232
rs0667,9.48075E+17,181.07225,3.8729313,842,52376,245
rs0640,9.48076E+17,180.90105,3.7564105,842,52376,249
rs0621,9.4808E+17,180.70393,4.2080292,842,52376,264
rs0615,9.48082E+17,180.62842,4.4052878,842,52376,270
rs0610,9.48082E+17,180.57337,4.7164655,842,52376,271
rs0630,9.48083E+17,180.8447,4.2298353,842,52376,274
rs0627,9.48089E+17,180.75835,4.1185997,842,52376,294
rs0603,9.48091E+17,180.42117,4.7698527,842,52376,304
rs0602,9.48092E+17,180.39738,4.5927401,842,52376,307
rs0605,9.48094E+17,180.45625,4.4053846,842,52376,314
rs1410,9.48126E+17,180.86287,4.8665186,842,52376,431
rs0625,9.48128E+17,180.7409,4.84585,842,52376,436
rs0790,9.49154E+17,184.44624,4.7830187,843,52378,75
rs0793,9.50282E+17,184.6254,4.3068017,844,52378,82
rs1342,9.51453E+17,187.92039,3.9263188,845,52381,245
rs0856,9.51454E+17,187.85342,4.0044243,845,52381,249
rs0863,9.51456E+17,187.98744,3.8893547,845,52381,258
rs0905,9.52515E+17,191.12033,4.1722196,846,52407,15
rs0899,9.52549E+17,190.28408,3.7558558,846,52407,138
rs0894,9.52551E+17,190.15921,4.3502702,846,52407,145
rs0873,9.52575E+17,189.38982,4.3676842,846,52407,233
rs0910,9.53698E+17,191.79036,4.1318587,847,52426,220
rs0909,9.53703E+17,191.53452,4.4435534,847,52426,239
rs0933,9.54776E+17,194.39038,3.9226311,848,52669,47
rs0935,9.54778E+17,194.4712,3.7230805,848,52669,54
rs0936,9.54784E+17,194.6645,4.3934969,848,52669,74
rs1345,9.54927E+17,194.95211,4.9995007,848,52669,595
rs0954,9.55894E+17,196.49433,3.9564379,849,52439,17
rs1348,9.55897E+17,197.11411,4.3701706,849,52439,28
rs0957,9.55907E+17,196.64755,4.4615356,849,52439,64
rs0950,9.5592E+17,196.11742,4.5317419,849,52439,114
rs0946,9.55941E+17,195.35434,4.4694902,849,52439,190
rs0941,9.55971E+17,194.98606,4.1547993,849,52439,299
rs1346,9.55995E+17,194.95619,4.9664406,849,52439,386
rs0940,9.55997E+17,194.90853,4.9756751,849,52439,391
rs0979,9.57029E+17,198.06756,3.7833242,850,52338,52
rs0972,9.57042E+17,197.87111,3.6874562,850,52338,97
rs0980,9.57047E+17,198.17663,4.7296758,850,52338,118
rs1353,9.57059E+17,198.04724,4.778132,850,52338,160
rs1350,9.57076E+17,197.13863,4.3752333,850,52338,221
rs1351,9.57086E+17,197.22815,4.0992713,850,52338,258
rs1349,9.57087E+17,197.12341,4.3679573,850,52338,261
rs0961,9.57088E+17,197.05692,4.3675876,850,52338,265
rs0960,9.57088E+17,197.04929,4.7512693,850,52338,266
rs0952,9.571E+17,196.3066,4.8999176,850,52338,311
rs1352,9.57125E+17,197.39515,4.9505175,850,52338,399
rs1009,9.58176E+17,199.60477,3.9767775,851,52376,127
rs1014,9.58179E+17,199.81893,3.9265687,851,52376,139
rs1021,9.58182E+17,200.12372,4.4392215,851,52376,149
rs1011,9.58186E+17,199.67177,4.431838,851,52376,166
rs1007,9.58191E+17,199.56783,4.4643029,851,52376,181
rs1002,9.58191E+17,199.46321,4.3635141,851,52376,184
rs1005,9.58193E+17,199.4944,4.4033984,851,52376,191
rs1010,9.58194E+17,199.64408,4.4863009,851,52376,193
rs1003,9.58195E+17,199.48494,4.521786,851,52376,198
rs1004,9.58198E+17,199.48978,3.8022606,851,52376,208
rs1000,9.58204E+17,199.40597,4.4855508,851,52376,231
rs0982,9.58213E+17,198.58815,4.4561275,851,52376,264
rs0999,9.58271E+17,199.39114,4.8567966,851,52376,474
rs1039,9.58315E+17,201.15384,4.8791189,851,52376,633
rs1074,9.59275E+17,203.07082,4.2802607,852,52375,30
rs1060,9.59295E+17,202.33431,4.1996717,852,52375,101
rs1061,9.59299E+17,202.41339,4.4779202,852,52375,116
rs1053,9.59306E+17,201.81579,4.2087483,852,52375,141
rs1046,9.59314E+17,201.60017,4.465537,852,52375,173
rs1048,9.59315E+17,201.64076,4.4525294,852,52375,177
rs1045,9.5932E+17,201.42338,4.4639068,852,52375,192
rs1034,9.59339E+17,200.91787,4.5154692,852,52375,262
rs1033,9.59341E+17,200.88861,4.4610602,852,52375,269
rs1032,9.59346E+17,200.8342,3.7198737,852,52375,287
rs1031,9.5935E+17,200.72025,4.4978428,852,52375,303
rs1036,9.59375E+17,201.11768,4.7748895,852,52375,394
rs1058,9.5941E+17,202.26249,4.8440063,852,52375,520
rs1082,9.59441E+17,203.26758,4.9817363,852,52375,633
rs1180,9.604E+17,205.38555,4.194173,853,52374,27
rs1182,9.60402E+17,205.42583,4.4498717,853,52374,33
rs1171,9.60402E+17,205.13003,4.6189199,853,52374,34
rs1135,9.60409E+17,204.4692,3.7954955,853,52374,58
rs1156,9.60414E+17,204.87384,4.5113864,853,52374,77
rs1129,9.60418E+17,204.34682,3.8974267,853,52374,92
rs1127,9.60418E+17,204.32795,3.9385805,853,52374,93
rs1148,9.6042E+17,204.73391,4.229067,853,52374,101
rs1147,9.60421E+17,204.72589,4.1306229,853,52374,102
rs1146,9.60422E+17,204.68362,4.4590215,853,52374,105
rs1139,9.60423E+17,204.56613,4.5425932,853,52374,111
rs1138,9.60425E+17,204.54726,4.514557,853,52374,119
rs1411,9.60427E+17,203.99804,3.7624956,853,52374,126
rs1113,9.6043E+17,203.99979,3.6388297,853,52374,136
rs1131,9.60433E+17,204.37236,4.1044168,853,52374,146
rs1118,9.60437E+17,204.15613,4.1883713,853,52374,163
rs1102,9.60443E+17,203.66361,4.1299567,853,52374,184
rs1103,9.60447E+17,203.71247,4.2367877,853,52374,196
rs1105,9.60453E+17,203.76905,3.6605139,853,52374,219
rs1087,9.60456E+17,203.45761,4.4448778,853,52374,231
rs1083,9.60473E+17,203.27422,3.8834594,853,52374,294
rs1076,9.60497E+17,203.1301,4.8024844,853,52374,381
rs1080,9.60498E+17,203.2336,4.9469159,853,52374,382
rs1100,9.6052E+17,203.64075,4.9186891,853,52374,462
rs1092,9.60523E+17,203.5153,4.7537396,853,52374,474
rs1098,9.60524E+17,203.59676,4.9286349,853,52374,477
rs1097,9.60524E+17,203.54259,4.8684697,853,52374,478
rs1094,9.60524E+17,203.52387,4.7804659,853,52374,479
rs1104,9.60525E+17,203.73036,4.9650152,853,52374,481
rs1124,9.60543E+17,204.26146,4.9299755,853,52374,548
rs1125,9.60546E+17,204.28093,4.6923628,853,52374,557
rs1128,9.60547E+17,204.34095,4.688988,853,52374,560
rs1151,9.60556E+17,204.79613,4.9797249,853,52374,594
rs1174,9.60567E+17,205.1482,4.816774,853,52374,633
rs1176,9.60568E+17,205.17727,4.813243,853,52374,639
rs1224,9.61528E+17,207.346,4.2592575,854,52373,35
rs1226,9.61529E+17,207.41162,4.2382927,854,52373,37
rs1222,9.61529E+17,207.06634,4.370546,854,52373,38
rs1228,9.61529E+17,207.47166,4.1779496,854,52373,39
rs1210,9.61531E+17,206.67579,3.4596371,854,52373,46
rs1214,9.61533E+17,206.78853,3.6438552,854,52373,54
rs1213,9.61535E+17,206.77972,3.6223336,854,52373,58
rs1212,9.61535E+17,206.72552,3.6608073,854,52373,59
rs1207,9.61543E+17,206.55288,3.5058436,854,52373,90
rs1209,9.61544E+17,206.6234,3.8783126,854,52373,93
rs1206,9.61547E+17,206.21037,4.0238348,854,52373,104
rs1197,9.61555E+17,205.9175,3.8960029,854,52373,132
rs1198,9.61555E+17,205.93727,3.8890699,854,52373,134
rs1201,9.61557E+17,206.01991,3.9056427,854,52373,140
rs1362,9.61559E+17,206.00762,4.0475187,854,52373,146
rs1195,9.61575E+17,205.74256,3.2541651,854,52373,205
rs1192,9.6158E+17,205.64421,4.5289075,854,52373,223
rs1188,9.61585E+17,205.54297,3.6959997,854,52373,243
rs1191,9.61588E+17,205.60768,3.856038,854,52373,251
rs1183,9.61595E+17,205.42806,4.2740443,854,52373,279
rs1169,9.61596E+17,205.1182,3.7586776,854,52373,283
rs1164,9.61599E+17,205.07114,3.8399437,854,52373,292
rs1359,9.61604E+17,204.71434,4.4317057,854,52373,312
rs1154,9.61605E+17,204.86378,4.5105119,854,52373,316
rs1168,9.61612E+17,205.11328,4.7737916,854,52373,341
rs1152,9.61616E+17,204.80526,4.6233427,854,52373,356
rs1186,9.61623E+17,205.49544,4.7635338,854,52373,381
rs1184,9.61624E+17,205.4664,4.9338752,854,52373,382
rs1172,9.61626E+17,205.14102,4.820252,854,52373,391
rs1170,9.61626E+17,205.12938,4.7545987,854,52373,392
rs1179,9.61629E+17,205.33339,4.9563113,854,52373,400
rs1190,9.61638E+17,205.57184,4.6198117,854,52373,433
rs1200,9.61649E+17,206.00229,4.7345178,854,52373,475
rs1205,9.61656E+17,206.17239,4.9420787,854,52373,499
rs1220,9.61681E+17,207.00076,4.9881537,854,52373,592
rs1238,9.62667E+17,208.16092,3.4636167,855,52375,83
rs1371,9.62678E+17,208.04111,3.6365742,855,52375,121
rs1373,9.6268E+17,208.05219,3.6550816,855,52375,130
rs1368,9.62696E+17,207.64317,4.2536549,855,52375,188
rs1229,9.62699E+17,207.79389,4.3617758,855,52375,198
rs1225,9.62707E+17,207.37235,4.2148139,855,52375,228
rs1367,9.62708E+17,207.48356,4.1397951,855,52375,230
rs1227,9.6271E+17,207.42021,4.235166,855,52375,237
rs1223,9.62717E+17,207.31738,4.1753072,855,52375,265
rs1366,9.62723E+17,207.24385,3.5224822,855,52375,286
rs1211,9.62723E+17,206.71643,3.7477733,855,52375,287
rs1221,9.62724E+17,207.02559,3.7802776,855,52375,290
rs1364,9.62726E+17,206.82719,3.7674162,855,52375,296
rs1245,9.62798E+17,208.2902,4.9609464,855,52375,559
rs1394,9.63798E+17,209.9811,4.5618946,856,52339,99
rs1462,9.63798E+17,209.78532,3.5113381,856,52339,101
rs1387,9.63839E+17,208.92614,4.3948914,856,52339,251
rs1246,9.63853E+17,208.30963,3.8976553,856,52339,301
rs1382,9.63854E+17,208.5423,3.7729749,856,52339,303
rs1251,9.63857E+17,208.51593,3.9513469,856,52339,317
rs0069,1.11696E+18,142.31199,4.9119476,992,52644,249
rs0123,1.11803E+18,146.21388,4.5852936,993,52710,41
rs0152,1.1192E+18,147.68042,4.9508925,994,52725,208
rf0749,1.16307E+18,332.31918,-0.99413759,1033,52822,56
rf0747,1.16311E+18,331.53809,-0.11871093,1033,52822,199
rf0752,1.16421E+18,334.10822,-0.66846138,1034,52813,104
rf0751,1.1643E+18,333.1702,0.50155652,1034,52813,430
rf0753,1.16531E+18,336.28296,-0.76834255,1035,52816,13
rf0760,1.16645E+18,338.42804,-0.67374229,1036,52582,67
rf0756,1.1665E+18,337.27707,-0.1798043,1036,52582,232
rf0755,1.16654E+18,337.12607,0.69240528,1036,52582,374
rf0430,1.16655E+18,337.12225,0.27727091,1036,52582,435
rf0757,1.16658E+18,337.90387,0.214766,1036,52582,548
rf0740,1.20251E+18,43.52206,0.006667,1068,52614,194
rf0739,1.20252E+18,43.46691,-0.288634,1068,52614,223
rf0731,1.20254E+18,42.942576,-1.152732,1068,52614,287
rf0729,1.20254E+18,42.803101,-0.965458,1068,52614,289
rf0401,1.2036E+18,42.50307,-1.24843,1069,52590,41
rf0725,1.2036E+18,42.58234,-0.726154,1069,52590,58
rf0715,1.20363E+18,42.070272,-0.286292,1069,52590,154
rf0702,1.20482E+18,38.904914,0.6829578,1070,52591,385
rf0703,1.20484E+18,39.667731,0.560403,1070,52591,476
rf0385,1.20487E+18,40.39565,1.23496,1070,52591,563
rf0700,1.20585E+18,38.550214,-0.204462,1071,52641,44
rf0674,1.2059E+18,37.39505,-0.312568,1071,52641,205
rf0669,1.20591E+18,36.902341,-0.38603961,1071,52641,242
rf0668,1.20594E+18,36.830478,1.02556,1071,52641,358
rf0671,1.20594E+18,37.060488,0.652695,1071,52641,370
rf0675,1.20594E+18,37.44376,1.11077,1071,52641,382
rf0673,1.20594E+18,37.387454,0.89385095,1071,52641,385
rf0676,1.20596E+18,37.58246,0.9130664,1071,52641,435
rf0680,1.20596E+18,37.699266,0.604054,1071,52641,450
rf0683,1.20597E+18,37.804317,0.367089,1071,52641,470
rf0695,1.20598E+18,38.264422,0.682518,1071,52641,526
rf0697,1.20598E+18,38.313039,0.389164,1071,52641,527
rf0691,1.20599E+18,38.118922,0.889608,1071,52641,542
rf0689,1.20599E+18,38.078249,0.900261,1071,52641,554
rf0692,1.20599E+18,38.122175,0.775883,1071,52641,555
rf0357,1.206E+18,38.153389,1.093541,1071,52641,594
rf0667,1.20711E+18,36.163358,0.804355,1072,52643,533
rf0312,1.20819E+18,32.99945,1.21829,1073,52649,365
rf0662,1.20824E+18,34.261204,0.612405,1073,52649,542
rf0648,1.20928E+18,30.922396,-1.12645,1074,52937,243
rf0644,1.20931E+18,30.288859,0.087154,1074,52937,351
rf0650,1.20934E+18,31.625614,0.973018,1074,52937,447
rf0651,1.20934E+18,31.762898,1.042174,1074,52937,454
rf0652,1.20936E+18,31.944989,0.035559,1074,52937,515
rf0304,1.20936E+18,31.868917,0.6854,1074,52937,534
rf0653,1.20937E+18,32.190408,0.484739,1074,52937,547
rf0655,1.20937E+18,32.333292,1.045271,1074,52937,569
rf0305,1.20938E+18,32.20084,0.80048,1074,52937,577
rf0657,1.20938E+18,32.373352,1.168135,1074,52937,607
rf0633,1.21042E+18,28.907581,-0.583822,1075,52933,266
rf0632,1.21043E+18,28.867914,0.950522,1075,52933,334
rf0289,1.21047E+18,29.649048,0.148866,1075,52933,476
rf0642,1.21048E+18,29.919504,0.721148,1075,52933,509
rf0630,1.21147E+18,28.758031,-0.62646631,1076,52914,1
rf0628,1.21148E+18,28.507155,-0.046267,1076,52914,58
rf0624,1.2116E+18,27.763503,0.310647,1076,52914,476
rf0631,1.21162E+18,28.862053,0.104268,1076,52914,565
rf0273,1.21163E+18,28.624121,1.191842,1076,52914,582
rf0627,1.21163E+18,28.409484,1.161817,1076,52914,590
rf0623,1.21266E+18,25.314552,-0.704902,1077,52644,251
rf0621,1.21269E+18,24.645841,0.334755,1077,52644,357
rf0622,1.21372E+18,24.97915,-0.254771,1078,52643,10
rf0618,1.21375E+18,23.807073,-1.177281,1078,52643,118
rf0620,1.21376E+18,24.055376,-0.6104,1078,52643,129
